transaction_id,timestamp,amount,merchant_category,location,is_international,is_fraud
I01091,2025-09-28 15:14,13.637823047373432,retail,Medan,0,0
I01092,2025-09-28 15:30,14.152404848365402,travel,Medan,0,0
I01093,2025-09-28 15:43,13.69519995570098,travel,Medan,0,0
I01094,2025-09-28 16:01,14.25314594217728,electronics,Medan,0,0
I01095,2025-09-28 16:08,13.138423716950841,travel,Medan,0,0
I01096,2025-09-28 16:20,13.080223848650236,retail,Jakarta,0,0
I01097,2025-09-28 16:28,13.61235099004925,retail,Medan,0,0
I01098,2025-09-28 16:35,12.558611547828933,retail,Jakarta,0,0
I01099,2025-09-28 16:43,14.044430195527777,groceries,Jakarta,0,0
I01100,2025-09-28 16:49,13.585367567629818,groceries,Medan,0,0
I01101,2025-09-28 17:07,18.263519085675657,electronics,Medan,0,1
I01102,2025-09-28 17:22,13.846378212023323,electronics,Medan,0,0
I01103,2025-09-28 17:34,12.561902732677893,retail,Medan,0,0
I01104,2025-09-28 17:50,13.556382252130554,groceries,Medan,0,0
I01105,2025-09-28 18:03,14.377500667822384,travel,Medan,0,0
I01106,2025-09-28 18:14,13.987045817916174,groceries,Medan,0,0
I01107,2025-09-28 18:26,13.908145343910125,groceries,Medan,0,0
I01108,2025-09-28 18:37,13.7997114060553,groceries,Jakarta,0,0
I01109,2025-09-28 18:48,13.735811291308119,groceries,Medan,0,0
I01110,2025-09-28 19:04,14.343448723400185,travel,Medan,0,0
I01111,2025-09-28 19:22,14.337327752483189,retail,Medan,0,0
I01112,2025-09-28 19:30,13.623739696782428,retail,Medan,0,0
I01113,2025-09-28 19:45,14.331804204806472,travel,Jakarta,0,0
I01114,2025-09-28 19:51,12.564152601976406,groceries,Medan,0,0
I01115,2025-09-28 20:07,13.426204683340432,groceries,Medan,0,0
I01116,2025-09-28 20:25,13.381943770495203,retail,Medan,0,0
I01117,2025-09-28 20:40,14.078244753998645,retail,Jakarta,0,0
I01118,2025-09-28 20:53,13.95503334130841,retail,Medan,0,0
I01119,2025-09-28 21:11,13.742732316711034,electronics,Jakarta,0,0
I01120,2025-09-28 21:27,13.257666699234655,retail,Medan,0,0
I01121,2025-09-28 21:43,13.801751332472863,retail,Jakarta,0,0
I01122,2025-09-28 22:01,13.294350046079114,retail,Medan,0,0
I01123,2025-09-28 22:14,13.785919015186764,retail,Jakarta,0,0
I01124,2025-09-28 22:30,13.473435655681948,retail,Medan,0,0
I01125,2025-09-28 22:47,14.295604978495179,groceries,Medan,0,0
I01126,2025-09-28 22:59,14.13841545882107,retail,Medan,0,0
I01127,2025-09-28 23:14,12.992703338553037,retail,Medan,0,0
I01128,2025-09-28 23:28,14.34685619869975,retail,Medan,0,0
I01129,2025-09-28 23:46,14.028192375681222,retail,Medan,0,0
I01130,2025-09-29 00:00,13.498223895556041,travel,Jakarta,0,0
I01131,2025-09-29 00:15,13.840456796925343,electronics,Medan,0,0
I01132,2025-09-29 00:33,13.065911537411688,groceries,Medan,0,0
I01133,2025-09-29 00:39,12.333850015472,travel,Medan,0,0
I01134,2025-09-29 00:46,13.645968198292769,retail,Medan,0,0
I01135,2025-09-29 00:56,14.180563309861176,travel,Medan,0,0
I01136,2025-09-29 01:11,13.501533790272775,retail,Medan,0,0
I01137,2025-09-29 01:22,13.572179605337857,groceries,Medan,0,0
I01138,2025-09-29 01:39,14.394111832704814,groceries,Medan,0,0
I01139,2025-09-29 01:46,14.391542292480294,retail,Medan,0,0
I01140,2025-09-29 01:56,13.727097835912781,retail,Medan,0,0
I01141,2025-09-29 02:03,12.314509923097996,retail,Medan,0,0
I01142,2025-09-29 02:18,14.055171345583135,retail,Medan,0,0
I01143,2025-09-29 02:27,14.100146495654794,retail,Jakarta,0,0
I01144,2025-09-29 02:36,14.320972422458198,electronics,Medan,0,0
I01145,2025-09-29 02:49,14.35450897536179,retail,Jakarta,0,0
I01146,2025-09-29 02:56,13.987741374048058,groceries,Medan,0,0
I01147,2025-09-29 03:14,12.696990416463972,groceries,Medan,0,0
I01148,2025-09-29 03:20,13.238322528571924,retail,Medan,0,0
I01149,2025-09-29 03:30,14.102585446116972,retail,Medan,0,0
I01150,2025-09-29 03:42,13.957207149437558,retail,Medan,0,0
I01151,2025-09-29 03:48,13.675519489341701,retail,Medan,0,0
I01152,2025-09-29 03:54,13.608604462739725,retail,Medan,0,0
I01153,2025-09-29 04:12,14.093711829316538,retail,Medan,0,0
I01154,2025-09-29 04:25,13.649311925479353,retail,Medan,0,0
I01155,2025-09-29 04:31,12.912599912167265,travel,Medan,0,0
I01156,2025-09-29 04:41,14.384163105401049,travel,Medan,0,0
I01157,2025-09-29 04:51,13.49597036185634,retail,Medan,0,0
I01158,2025-09-29 04:57,18.00104330106231,electronics,Medan,0,1
I01159,2025-09-29 05:10,12.485104916074285,electronics,Medan,0,0
I01160,2025-09-29 05:18,13.736189173407988,retail,Medan,0,0
I01161,2025-09-29 05:32,14.390569343750485,retail,Jakarta,0,0
I01162,2025-09-29 05:47,12.93309212733801,retail,Jakarta,0,0
I01163,2025-09-29 05:58,13.224481241345106,retail,Medan,0,0
I01164,2025-09-29 06:08,13.004925782076564,travel,Medan,0,0
I01165,2025-09-29 06:22,12.628673429085024,travel,Medan,0,0
I01166,2025-09-29 06:37,13.951570002371371,groceries,Medan,0,0
I01167,2025-09-29 06:48,13.372366946885133,retail,Medan,0,0
I01168,2025-09-29 07:04,14.144221323572674,travel,Jakarta,0,0
I01169,2025-09-29 07:13,13.606099779004094,retail,Jakarta,0,0
I01170,2025-09-29 07:29,13.99796460598088,retail,Jakarta,0,0
I01171,2025-09-29 07:39,12.603162781256149,retail,Medan,0,0
I01172,2025-09-29 07:53,13.449245489718777,travel,Medan,0,0
I01173,2025-09-29 08:11,13.63299778288927,groceries,Medan,0,0
I01174,2025-09-29 08:26,12.42267484880096,groceries,Medan,0,0
I01175,2025-09-29 08:36,13.64332268155057,groceries,Medan,0,0
I01176,2025-09-29 08:49,13.738560396768959,retail,Medan,0,0
I01177,2025-09-29 08:57,13.612582538885345,retail,Jakarta,0,0
I01178,2025-09-29 09:09,13.797392411133927,travel,Medan,0,0
I01179,2025-09-29 09:23,14.197664049467997,electronics,Medan,0,0
I01180,2025-09-29 09:29,14.167276673294026,groceries,Medan,0,0
I01181,2025-09-29 09:40,12.06258326488031,retail,Jakarta,0,0
I01182,2025-09-29 09:58,14.003215929318188,electronics,Jakarta,0,0
I01183,2025-09-29 10:16,14.311264167419429,retail,Medan,0,0
I01184,2025-09-29 10:32,14.277719512509714,retail,Medan,0,0
I01185,2025-09-29 10:47,13.435033140857783,retail,Medan,0,0
I01186,2025-09-29 11:01,14.181487503824503,retail,Medan,0,0
I01187,2025-09-29 11:13,14.201867597514484,groceries,Medan,0,0
I01188,2025-09-29 11:27,13.532748363042835,groceries,Jakarta,0,0
I01189,2025-09-29 11:36,14.275519405368911,retail,Medan,0,0
I01190,2025-09-29 11:49,13.992120836412857,retail,Medan,0,0
I01191,2025-09-29 12:02,14.144333614053872,groceries,Medan,0,0
I01192,2025-09-29 12:09,14.139782241021987,retail,Medan,0,0
I01193,2025-09-29 12:18,14.179612552951696,retail,Medan,0,0
I01194,2025-09-29 12:28,14.362968740808087,retail,Medan,0,0
I01195,2025-09-29 12:42,14.263232151218865,travel,Jakarta,0,0
I01196,2025-09-29 12:52,13.649316648698699,electronics,Medan,0,0
I01197,2025-09-29 13:00,13.89005015124191,retail,Medan,0,0
I01198,2025-09-29 13:16,14.014087608735654,groceries,Medan,0,0
I01199,2025-09-29 13:28,14.262314646932223,travel,Medan,0,0
I01200,2025-09-29 13:41,13.589733542124263,retail,Medan,0,0
I01201,2025-09-29 13:51,13.409655873981283,electronics,Jakarta,0,0
I01202,2025-09-29 14:02,14.128434116737921,retail,Medan,0,0
I01203,2025-09-29 14:15,14.36037754363204,groceries,Medan,0,0
I01204,2025-09-29 14:25,14.319184066218318,groceries,Medan,0,0
I01205,2025-09-29 14:43,18.250623745051982,electronics,Medan,0,1
I01206,2025-09-29 15:00,14.326369981159058,groceries,Medan,0,0
I01207,2025-09-29 15:18,14.18856266113356,groceries,Medan,0,0
I01208,2025-09-29 15:34,12.921947094021125,retail,Medan,0,0
I01209,2025-09-29 15:41,11.987929073460599,groceries,Medan,0,0
I01210,2025-09-29 15:57,13.095526467450737,electronics,Medan,0,0
I01211,2025-09-29 16:06,14.336418187082282,travel,Medan,0,0
I01212,2025-09-29 16:17,14.148859350279457,groceries,Medan,0,0
I01213,2025-09-29 16:28,13.910145055000948,retail,Medan,0,0
I01214,2025-09-29 16:40,13.990444056811716,retail,Medan,0,0
I01215,2025-09-29 16:56,13.63156608495393,retail,Medan,0,0
I01216,2025-09-29 17:09,14.312294862182446,travel,Medan,0,0
I01217,2025-09-29 17:21,12.918483092270966,groceries,Medan,0,0
I01218,2025-09-29 17:29,13.411700579373246,electronics,Medan,0,0
I01219,2025-09-29 17:45,13.08357473089681,retail,Medan,0,0
I01220,2025-09-29 17:55,14.253271818673237,electronics,Medan,0,0
I01221,2025-09-29 18:09,18.180714964038124,electronics,Medan,0,1
I01222,2025-09-29 18:21,14.0609876487598,groceries,Medan,0,0
I01223,2025-09-29 18:35,14.326569754450032,travel,Medan,0,0
I01224,2025-09-29 18:49,13.065799375102127,retail,Medan,0,0
I01225,2025-09-29 19:02,14.370145390081257,retail,Medan,0,0
I01226,2025-09-29 19:13,12.790286268045511,retail,Medan,0,0
I01227,2025-09-29 19:28,14.148103135574503,retail,Medan,0,0
I01228,2025-09-29 19:36,14.085151361017918,retail,Medan,0,0
I01229,2025-09-29 19:54,14.2289054751975,groceries,Jakarta,0,0
I01230,2025-09-29 20:05,12.927471949756212,retail,Medan,0,0
I01231,2025-09-29 20:23,14.36585204363056,retail,Medan,0,0
I01232,2025-09-29 20:35,14.194387307690981,retail,Medan,0,0
I01233,2025-09-29 20:42,12.714542496641439,groceries,Medan,0,0
I01234,2025-09-29 20:56,13.88242781017646,electronics,Medan,0,0
I01235,2025-09-29 21:08,14.219974498404632,retail,Medan,0,0
I01236,2025-09-29 21:25,13.750258182093031,groceries,Medan,0,0
I01237,2025-09-29 21:41,13.565120416684218,electronics,Medan,0,0
I01238,2025-09-29 21:50,13.312360402284378,groceries,Medan,0,0
I01239,2025-09-29 22:05,13.816805718881163,groceries,Jakarta,0,0
I01240,2025-09-29 22:18,14.38837871548135,groceries,Medan,0,0
I01241,2025-09-29 22:29,13.957359017699508,electronics,Medan,0,0
I01242,2025-09-29 22:40,14.109355600243468,retail,Medan,0,0
I01243,2025-09-29 22:54,14.177643579460764,groceries,Medan,0,0
I01244,2025-09-29 23:08,14.17584300507621,retail,Medan,0,0
I01245,2025-09-29 23:25,13.605705156714158,retail,Medan,0,0
I01246,2025-09-29 23:42,14.165021703060875,groceries,Medan,0,0
I01247,2025-09-29 23:51,13.446297337327437,travel,Medan,0,0
I01248,2025-09-30 00:03,13.923131915990888,travel,Medan,0,0
I01249,2025-09-30 00:21,13.383261952889692,electronics,Medan,0,0
I01250,2025-09-30 00:37,14.346435235675958,groceries,Medan,0,0
I01251,2025-09-30 00:48,14.119126755284519,groceries,Medan,0,0
I01252,2025-09-30 00:54,13.92284452508519,electronics,Jakarta,0,0
I01253,2025-09-30 01:02,13.704564472011837,retail,Medan,0,0
I01254,2025-09-30 01:19,13.82355412159665,retail,Jakarta,0,0
I01255,2025-09-30 01:34,14.177960295638734,retail,Medan,0,0
I01256,2025-09-30 01:50,13.307386282269945,groceries,Medan,0,0
I01257,2025-09-30 02:06,14.232224163843185,groceries,Medan,0,0
I01258,2025-09-30 02:13,13.329158010497205,travel,Jakarta,0,0
I01259,2025-09-30 02:26,12.857530267845263,retail,Jakarta,0,0
I01260,2025-09-30 02:40,14.127294092701755,travel,Medan,0,0
I01261,2025-09-30 02:47,14.092214591651974,groceries,Jakarta,0,0
I01262,2025-09-30 02:59,13.4622113384226,electronics,Medan,0,0
I01263,2025-09-30 03:08,14.014750685196924,retail,Medan,0,0
I01264,2025-09-30 03:26,14.117371385109033,groceries,Medan,0,0
I01265,2025-09-30 03:35,14.187023078611695,groceries,Medan,0,0
I01266,2025-09-30 03:44,14.35897780002312,groceries,Medan,0,0
I01267,2025-09-30 04:01,14.259997641529974,retail,Medan,0,0
I01268,2025-09-30 04:14,13.681816866455714,retail,Medan,0,0
I01269,2025-09-30 04:32,13.18043037835397,retail,Jakarta,0,0
I01270,2025-09-30 04:44,12.646222554050183,retail,Medan,0,0
I01271,2025-09-30 04:52,13.907885525152757,groceries,Medan,0,0
I01272,2025-09-30 05:00,14.038495696731879,groceries,Medan,0,0
I01273,2025-09-30 05:08,14.070119442448954,groceries,Medan,0,0
I01274,2025-09-30 05:24,12.018018689887816,retail,Medan,0,0
I01275,2025-09-30 05:30,14.083426307460865,retail,Medan,0,0
I01276,2025-09-30 05:45,14.186077756127704,groceries,Medan,0,0
I01277,2025-09-30 05:56,14.108850096731086,groceries,Medan,0,0
I01278,2025-09-30 06:09,13.832690140240675,groceries,Medan,0,0
I01279,2025-09-30 06:25,12.07275265912921,groceries,Medan,0,0
I01280,2025-09-30 06:43,13.77266464169545,electronics,Medan,0,0
I01281,2025-09-30 06:52,14.009294503196067,electronics,Medan,0,0
I01282,2025-09-30 07:10,13.901302858849158,groceries,Medan,0,0
I01283,2025-09-30 07:27,13.909060097842254,retail,Jakarta,0,0
I01284,2025-09-30 07:43,13.817583408125204,retail,Medan,0,0
I01285,2025-09-30 07:50,13.874566891836263,groceries,Medan,0,0
I01286,2025-09-30 07:57,13.436053781873794,retail,Medan,0,0
I01287,2025-09-30 08:03,13.953695605520144,retail,Medan,0,0
I01288,2025-09-30 08:20,13.328547934462811,retail,Medan,0,0
I01289,2025-09-30 08:38,13.775666210391465,electronics,Medan,0,0
I01290,2025-09-30 08:47,13.635475584943949,retail,Jakarta,0,0
I01291,2025-09-30 08:59,14.099512868388526,groceries,Jakarta,0,0
I01292,2025-09-30 09:12,14.302003119493918,electronics,Medan,0,0
I01293,2025-09-30 09:23,13.993568873378509,groceries,Medan,0,0
I01294,2025-09-30 09:41,12.830303737369581,retail,Medan,0,0
I01295,2025-09-30 09:59,14.039761495899524,travel,Jakarta,0,0
I01296,2025-09-30 10:08,13.438431720290634,groceries,Medan,0,0
I01297,2025-09-30 10:21,12.353069224264514,retail,Medan,0,0
I01298,2025-09-30 10:29,13.054718168840198,groceries,Medan,0,0
I01299,2025-09-30 10:36,14.402718166356639,retail,Medan,0,0
I01300,2025-09-30 10:53,13.65859589518633,groceries,Medan,0,0
I01301,2025-09-30 11:10,13.087442685892364,electronics,Jakarta,0,0
I01302,2025-09-30 11:16,12.821995850389728,groceries,Medan,0,0
I01303,2025-09-30 11:29,14.016854208759366,electronics,Medan,0,0
I01304,2025-09-30 11:37,14.15577061173985,retail,Medan,0,0
I01305,2025-09-30 11:50,13.504469782868542,travel,Medan,0,0
I01306,2025-09-30 12:00,12.678329983266014,groceries,Medan,0,0
I01307,2025-09-30 12:12,13.507901930537596,retail,Medan,0,0
I01308,2025-09-30 12:27,14.036798789236162,electronics,Medan,0,0
I01309,2025-09-30 12:34,12.731058537794077,electronics,Medan,0,0
I01310,2025-09-30 12:46,13.290793898958844,retail,Medan,0,0
I01311,2025-09-30 12:56,11.940204248755967,groceries,Medan,0,0
I01312,2025-09-30 13:07,13.741986722861588,retail,Jakarta,0,0
I01313,2025-09-30 13:25,12.974774786565398,retail,Jakarta,0,0
I01314,2025-09-30 13:42,18.27843121860665,electronics,Medan,0,1
I01315,2025-09-30 13:56,12.726207800821886,retail,Medan,0,0
I01316,2025-09-30 14:11,14.1192160667339,retail,Medan,0,0
I01317,2025-09-30 14:22,13.772264795156024,retail,Medan,0,0
I01318,2025-09-30 14:36,17.85742098230183,electronics,Medan,0,1
I01319,2025-09-30 14:48,13.594631939751501,retail,Medan,0,0
I01320,2025-09-30 14:58,13.153629459278328,travel,Medan,0,0
I01321,2025-09-30 15:14,13.095514140971611,retail,Medan,0,0
I01322,2025-09-30 15:31,14.359405126885315,retail,Jakarta,0,0
I01323,2025-09-30 15:41,18.447818452662275,electronics,Medan,0,1
I01324,2025-09-30 15:50,13.439655707084503,retail,Medan,0,0
I01325,2025-09-30 16:01,14.02201646812546,retail,Medan,0,0
I01326,2025-09-30 16:19,13.883587810400009,electronics,Medan,0,0
I01327,2025-09-30 16:35,12.734943470871071,retail,Medan,0,0
I01328,2025-09-30 16:44,14.083722307900524,retail,Medan,0,0
I01329,2025-09-30 16:58,12.75609686682028,groceries,Medan,0,0
I01330,2025-09-30 17:14,13.079025721259116,retail,Medan,0,0
I01331,2025-09-30 17:24,14.098422270319425,groceries,Medan,0,0
I01332,2025-09-30 17:41,13.6920550894373,retail,Jakarta,0,0
I01333,2025-09-30 17:59,13.15497963677896,retail,Medan,0,0
I01334,2025-09-30 18:07,12.475779120649618,retail,Medan,0,0
I01335,2025-09-30 18:20,13.937313060286032,retail,Medan,0,0
I01336,2025-09-30 18:28,14.077981739792824,groceries,Medan,0,0
I01337,2025-09-30 18:42,13.09199076410838,electronics,Medan,0,0
I01338,2025-09-30 18:49,13.638077433292574,groceries,Medan,0,0
I01339,2025-09-30 19:03,13.484237382770743,retail,Medan,0,0
I01340,2025-09-30 19:13,14.298685809277588,electronics,Medan,0,0
I01341,2025-09-30 19:25,14.190510960290828,groceries,Medan,0,0
I01342,2025-09-30 19:37,13.308157232121625,retail,Medan,0,0
I01343,2025-09-30 19:55,13.812874085523143,retail,Medan,0,0
I01344,2025-09-30 20:02,14.330692479272626,retail,Jakarta,0,0
I01345,2025-09-30 20:15,13.487659055803277,retail,Jakarta,0,0
I01346,2025-09-30 20:22,12.855048478744715,retail,Medan,0,0
I01347,2025-09-30 20:36,13.37271111636942,retail,Medan,0,0
I01348,2025-09-30 20:47,13.956571656071052,electronics,Medan,0,0
I01349,2025-09-30 20:55,14.396208266595835,retail,Jakarta,0,0
I01350,2025-09-30 21:03,13.396783902972917,retail,Medan,0,0
I01351,2025-09-30 21:10,12.415652626094955,electronics,Medan,0,0
I01352,2025-09-30 21:26,13.01686951952349,groceries,Medan,0,0
I01353,2025-09-30 21:43,13.630037239583718,retail,Medan,0,0
I01354,2025-09-30 21:53,12.6280572194756,retail,Medan,0,0
I01355,2025-09-30 22:03,12.243931855335186,groceries,Medan,0,0
I01356,2025-09-30 22:09,18.565553646568688,electronics,Medan,0,1
I01357,2025-09-30 22:17,14.227759934128406,groceries,Jakarta,0,0
I01358,2025-09-30 22:25,13.189513485378386,travel,Medan,0,0
I01359,2025-09-30 22:43,13.827754296550289,groceries,Medan,0,0
I01360,2025-09-30 22:52,13.906396419435785,travel,Medan,0,0
I01361,2025-09-30 23:08,14.039894939130615,groceries,Medan,0,0
I01362,2025-09-30 23:15,14.38425087618459,groceries,Medan,0,0
I01363,2025-09-30 23:23,14.292123547190569,retail,Medan,0,0
I01364,2025-09-30 23:31,13.41702801490899,retail,Medan,0,0
I01365,2025-09-30 23:39,14.380763001495145,retail,Medan,0,0
I01366,2025-09-30 23:47,12.243652590281947,groceries,Medan,0,0
I01367,2025-09-30 23:56,14.36769595162342,retail,Medan,0,0
I01368,2025-10-01 00:07,12.862706245345095,groceries,Medan,0,0
I01369,2025-10-01 00:15,12.731014169531575,retail,Medan,0,0
I01370,2025-10-01 00:27,12.756739943459399,groceries,Medan,0,0
I01371,2025-10-01 00:37,12.769464153597571,retail,Medan,0,0
I01372,2025-10-01 00:51,13.72604307630836,electronics,Medan,0,0
I01373,2025-10-01 01:04,14.003045169810985,retail,Medan,0,0
I01374,2025-10-01 01:21,14.136632725637082,groceries,Medan,0,0
I01375,2025-10-01 01:35,12.079477143906763,groceries,Medan,0,0
I01376,2025-10-01 01:49,13.36786941403555,retail,Medan,0,0
I01377,2025-10-01 02:05,12.816772563122587,travel,Medan,0,0
I01378,2025-10-01 02:13,12.875544258633965,electronics,Medan,0,0
I01379,2025-10-01 02:30,14.138742672584343,groceries,Medan,0,0
I01380,2025-10-01 02:41,14.00386885690951,electronics,Medan,0,0
I01381,2025-10-01 02:55,13.115161506073584,retail,Medan,0,0
I01382,2025-10-01 03:10,13.380021199310308,electronics,Medan,0,0
I01383,2025-10-01 03:18,14.332006475187768,travel,Medan,0,0
I01384,2025-10-01 03:31,13.90994035034129,groceries,Medan,0,0
I01385,2025-10-01 03:40,13.206811137801882,travel,Jakarta,0,0
I01386,2025-10-01 03:48,14.340681592529492,groceries,Medan,0,0
I01387,2025-10-01 04:05,13.076773785933456,groceries,Medan,0,0
I01388,2025-10-01 04:21,13.354622059403978,groceries,Medan,0,0
I01389,2025-10-01 04:29,14.072522060389673,retail,Medan,0,0
I01390,2025-10-01 04:37,13.811112902436284,groceries,Medan,0,0
I01391,2025-10-01 04:44,12.484703882461536,retail,Medan,0,0
I01392,2025-10-01 04:54,14.208390132787937,groceries,Medan,0,0
I01393,2025-10-01 05:03,13.173945829981621,groceries,Medan,0,0
I01394,2025-10-01 05:18,14.071187124935788,retail,Jakarta,0,0
I01395,2025-10-01 05:29,13.461289743043121,retail,Medan,0,0
I01396,2025-10-01 05:47,14.144770419251818,retail,Medan,0,0
I01397,2025-10-01 06:00,14.305250023060005,groceries,Medan,0,0
I01398,2025-10-01 06:17,14.16949989889739,retail,Jakarta,0,0
I01399,2025-10-01 06:24,14.32830903437608,retail,Medan,0,0
I01400,2025-10-01 06:42,13.855559773968112,retail,Medan,0,0
I01401,2025-10-01 06:52,12.458137902979411,retail,Jakarta,0,0
I01402,2025-10-01 07:03,13.849431676115197,retail,Medan,0,0
I01403,2025-10-01 07:16,13.72235415711202,retail,Medan,0,0
I01404,2025-10-01 07:27,14.105316373676041,groceries,Medan,0,0
I01405,2025-10-01 07:37,13.23631508287967,groceries,Medan,0,0
I01406,2025-10-01 07:45,14.078735989982064,electronics,Medan,0,0
I01407,2025-10-01 07:56,13.686231824239668,retail,Medan,0,0
I01408,2025-10-01 08:08,14.043120918216923,retail,Medan,0,0
I01409,2025-10-01 08:15,13.644270177525136,retail,Medan,0,0
I01410,2025-10-01 08:31,13.567719486793,groceries,Medan,0,0
I01411,2025-10-01 08:39,13.129410488088261,retail,Medan,0,0
I01412,2025-10-01 08:45,14.232308539123387,retail,Medan,0,0
I01413,2025-10-01 08:55,12.481106313098328,groceries,Medan,0,0
I01414,2025-10-01 09:05,13.19883355734707,retail,Medan,0,0
I01415,2025-10-01 09:14,13.657697011356863,groceries,Medan,0,0
I01416,2025-10-01 09:32,12.91646526499666,groceries,Medan,0,0
I01417,2025-10-01 09:45,14.323890794205907,travel,Medan,0,0
I01418,2025-10-01 09:53,13.486336822369806,retail,Medan,0,0
I01419,2025-10-01 10:05,13.21760082729117,retail,Jakarta,0,0
I01420,2025-10-01 10:14,13.251322834641622,groceries,Medan,0,0
I01421,2025-10-01 10:32,13.052517999780118,retail,Medan,0,0
I01422,2025-10-01 10:50,14.03404510411352,retail,Jakarta,0,0
I01423,2025-10-01 11:03,13.757997963762806,retail,Medan,0,0
I01424,2025-10-01 11:13,13.18285622583315,retail,Medan,0,0
I01425,2025-10-01 11:20,14.279848165583383,retail,Medan,0,0
I01426,2025-10-01 11:36,14.025130273053781,groceries,Medan,0,0
I01427,2025-10-01 11:42,13.610689372232592,travel,Jakarta,0,0
I01428,2025-10-01 11:51,13.812323484637197,retail,Medan,0,0
I01429,2025-10-01 12:04,14.024761248859043,groceries,Medan,0,0
I01430,2025-10-01 12:13,12.903069905015402,electronics,Medan,0,0
I01431,2025-10-01 12:28,14.21012635792691,retail,Medan,0,0
I01432,2025-10-01 12:36,13.264477334232367,groceries,Medan,0,0
I01433,2025-10-01 12:53,12.20016020142857,retail,Medan,0,0
I01434,2025-10-01 12:59,13.826302119042472,electronics,Jakarta,0,0
I01435,2025-10-01 13:09,14.283074338197613,retail,Medan,0,0
I01436,2025-10-01 13:20,14.122718748898961,retail,Medan,0,0
I01437,2025-10-01 13:38,13.39842266623315,electronics,Medan,0,0
I01438,2025-10-01 13:53,13.601222679177424,groceries,Medan,0,0
I01439,2025-10-01 14:11,13.940662818506127,retail,Medan,0,0
I01440,2025-10-01 14:23,13.188476907563759,groceries,Medan,0,0
I01441,2025-10-01 14:41,14.22305417115006,travel,Medan,0,0
I01442,2025-10-01 14:52,13.36433653376246,retail,Medan,0,0
I01443,2025-10-01 14:58,13.137301249768536,retail,Medan,0,0
I01444,2025-10-01 15:06,12.634420599507077,retail,Medan,0,0
I01445,2025-10-01 15:16,14.073165288426905,electronics,Medan,0,0
I01446,2025-10-01 15:30,12.162627421683784,retail,Medan,0,0
I01447,2025-10-01 15:38,14.206893644863127,retail,Jakarta,0,0
I01448,2025-10-01 15:47,14.378357690905053,retail,Medan,0,0
I01449,2025-10-01 16:01,12.716912269198165,retail,Medan,0,0
I01450,2025-10-01 16:07,12.641345715775488,groceries,Medan,0,0
I01451,2025-10-01 16:24,14.34138517545093,retail,Medan,0,0
I01452,2025-10-01 16:42,12.782868577437352,retail,Medan,0,0
I01453,2025-10-01 16:58,13.620207099747141,retail,Medan,0,0
I01454,2025-10-01 17:16,14.27741333875939,retail,Medan,0,0
I01455,2025-10-01 17:24,12.846148636393442,retail,Medan,0,0
I01456,2025-10-01 17:32,14.03447257885322,retail,Medan,0,0
I01457,2025-10-01 17:49,13.56873367657182,groceries,Medan,0,0
I01458,2025-10-01 17:58,13.675696614237069,retail,Jakarta,0,0
I01459,2025-10-01 18:13,14.338020058628791,retail,Jakarta,0,0
I01460,2025-10-01 18:26,14.01508983986945,groceries,Medan,0,0
I01461,2025-10-01 18:35,13.425547667159368,groceries,Medan,0,0
I01462,2025-10-01 18:46,14.341850214371604,groceries,Medan,0,0
I01463,2025-10-01 18:57,13.918302678116355,electronics,Medan,0,0
I01464,2025-10-01 19:14,12.657062273932127,retail,Medan,0,0
I01465,2025-10-01 19:26,13.58964079390678,retail,Medan,0,0
I01466,2025-10-01 19:37,13.221527937713125,retail,Jakarta,0,0
I01467,2025-10-01 19:51,14.006149099225818,retail,Medan,0,0
I01468,2025-10-01 19:58,14.266265106678546,electronics,Medan,0,0
I01469,2025-10-01 20:08,12.276186222125824,groceries,Medan,0,0
I01470,2025-10-01 20:21,14.178802064097773,groceries,Medan,0,0
I01471,2025-10-01 20:35,14.323482313318967,electronics,Medan,0,0
I01472,2025-10-01 20:42,14.398018872407864,travel,Medan,0,0
I01473,2025-10-01 20:52,14.031384549944285,retail,Medan,0,0
I01474,2025-10-01 21:03,13.411968599417959,travel,Medan,0,0
I01475,2025-10-01 21:09,12.873332625263256,retail,Medan,0,0
I01476,2025-10-01 21:22,14.35145582508124,retail,Jakarta,0,0
I01477,2025-10-01 21:39,13.629943339704997,groceries,Medan,0,0
I01478,2025-10-01 21:57,13.48295245113292,electronics,Medan,0,0
I01479,2025-10-01 22:11,14.123767018651664,groceries,Medan,0,0
I01480,2025-10-01 22:20,14.100617317141674,retail,Medan,0,0
I01481,2025-10-01 22:35,14.211218889819703,travel,Medan,0,0
I01482,2025-10-01 22:49,14.289584641658564,retail,Medan,0,0
I01483,2025-10-01 22:55,14.283690024436307,groceries,Jakarta,0,0
I01484,2025-10-01 23:01,12.975696953862764,retail,Medan,0,0
I01485,2025-10-01 23:19,12.971212526919754,retail,Medan,0,0
I01486,2025-10-01 23:36,13.100739252187598,retail,Medan,0,0
I01487,2025-10-01 23:47,13.985297213445127,travel,Jakarta,0,0
I01488,2025-10-01 23:57,13.918592279141095,electronics,Medan,0,0
I01489,2025-10-02 00:04,14.263057666451806,retail,Medan,0,0
I01490,2025-10-02 00:13,14.24879249889142,retail,Medan,0,0
I01491,2025-10-02 00:20,14.215668943628584,retail,Medan,0,0
I01492,2025-10-02 00:27,12.543497999219543,groceries,Medan,0,0
