loan_id,timestamp,loan_amount,loan_tenor_months,location_branch,is_default
L02021,2025-10-03 13:09,14.778506615575072,12,Bantul,0
L02022,2025-10-03 13:16,15.688736797330497,24,Bantul,0
L02023,2025-10-03 13:27,13.85488991237952,24,Sleman,0
L02024,2025-10-03 13:34,15.631488055640745,6,Gunungkidul,0
L02025,2025-10-03 13:44,15.634071958320837,6,Sleman,0
L02026,2025-10-03 13:53,14.603484619740412,12,Bantul,0
L02027,2025-10-03 14:04,15.157805486015098,6,Bantul,0
L02028,2025-10-03 14:09,15.648189936918733,12,Sleman,0
L02029,2025-10-03 14:25,15.091616099236365,36,Sleman,0
L02030,2025-10-03 14:36,14.71170306685815,6,Sleman,0
L02031,2025-10-03 14:50,13.769525256487139,12,Bantul,0
L02032,2025-10-03 15:07,15.029346461616047,12,Sleman,0
L02033,2025-10-03 15:20,14.650754344753922,12,Magelang,0
L02034,2025-10-03 15:34,15.612758106763208,12,Bantul,0
L02035,2025-10-03 15:50,15.623434344511965,12,Sleman,0
L02036,2025-10-03 15:57,14.773374618036835,24,Sleman,0
L02037,2025-10-03 16:11,14.440507369175508,24,Sleman,0
L02038,2025-10-03 16:19,14.686811455260086,12,Bantul,0
L02039,2025-10-03 16:23,14.950834324542805,24,Kulon Progo,0
L02040,2025-10-03 16:28,15.393719894861004,6,Gunungkidul,0
L02041,2025-10-03 16:42,14.214124248623335,12,Sleman,0
L02042,2025-10-03 16:55,15.761120233310455,24,Sleman,0
L02043,2025-10-03 17:09,15.435234190546819,12,Gunungkidul,0
L02044,2025-10-03 17:17,14.117000116831639,36,Sleman,0
L02045,2025-10-03 17:32,14.749961785260062,12,Gunungkidul,0
L02046,2025-10-03 17:48,15.436263216548161,36,Sleman,0
L02047,2025-10-03 17:51,15.144015570952913,6,Sleman,0
L02048,2025-10-03 18:04,15.182930665715523,6,Sleman,0
L02049,2025-10-03 18:21,13.55364047137078,12,Sleman,0
L02050,2025-10-03 18:29,14.968931056460711,24,Sleman,0
L02051,2025-10-03 18:43,15.31833806283989,6,Bantul,0
L02052,2025-10-03 18:51,15.497098326693934,12,Bantul,0
L02053,2025-10-03 19:06,15.040815995001529,36,Bantul,0
L02054,2025-10-03 19:11,15.228066300512983,12,Sleman,0
L02055,2025-10-03 19:25,14.47977872517384,12,Gunungkidul,0
L02056,2025-10-03 19:35,15.5534776477792,6,Sleman,0
L02057,2025-10-03 19:52,15.432196539567583,24,Gunungkidul,0
L02058,2025-10-03 20:08,15.489809002184952,36,Sleman,0
L02059,2025-10-03 20:22,15.392808263196125,24,Bantul,0
L02060,2025-10-03 20:34,15.747506349785022,6,Bantul,0
L02061,2025-10-03 20:41,15.643111318578164,12,Bantul,0
L02062,2025-10-03 20:51,15.568291644674607,12,Bantul,0
L02063,2025-10-03 21:03,14.800998193842664,36,Bantul,0
L02064,2025-10-03 21:12,13.747444756614975,24,Bantul,0
L02065,2025-10-03 21:28,13.131905704243099,24,Sleman,0
L02066,2025-10-03 21:40,15.532414647594107,12,Sleman,0
L02067,2025-10-03 21:50,15.662977639127957,6,Gunungkidul,0
L02068,2025-10-03 22:06,15.367969781583387,24,Bantul,0
L02069,2025-10-03 22:11,15.461714827929654,12,Sleman,0
L02070,2025-10-03 22:19,13.895834456869082,6,Gunungkidul,0
L02071,2025-10-03 22:22,15.244778676900411,24,Gunungkidul,0
L02072,2025-10-03 22:34,15.305191487789976,6,Bantul,0
L02073,2025-10-03 22:51,14.232964182440023,24,Magelang,0
L02074,2025-10-03 23:08,15.498240566958959,24,Sleman,0
L02075,2025-10-03 23:22,14.801095982439472,6,Sleman,0
L02076,2025-10-03 23:33,14.39311500401817,24,Sleman,0
L02077,2025-10-03 23:36,15.429707329047062,12,Sleman,0
L02078,2025-10-03 23:49,15.017559312492956,12,Gunungkidul,0
L02079,2025-10-03 23:58,15.197819738791228,36,Bantul,0
L02080,2025-10-04 00:14,15.208323874446872,36,Sleman,0
L02081,2025-10-04 00:30,15.329988789162249,12,Bantul,0
L02082,2025-10-04 00:39,14.974117623079037,24,Sleman,0
L02083,2025-10-04 00:56,15.572542099679412,12,Bantul,0
L02084,2025-10-04 00:59,15.639096805791898,24,Magelang,0
L02085,2025-10-04 01:13,15.108735501895088,12,Sleman,0
L02086,2025-10-04 01:22,14.28418267614246,12,Bantul,0
L02087,2025-10-04 01:33,14.653994547197572,6,Sleman,0
L02088,2025-10-04 01:37,15.523002518713756,36,Sleman,0
L02089,2025-10-04 01:46,14.589368223185065,36,Sleman,0
L02090,2025-10-04 02:02,15.530675658823524,12,Gunungkidul,0
L02091,2025-10-04 02:17,15.384928237714515,12,Sleman,0
L02092,2025-10-04 02:31,15.042866337191587,12,Sleman,0
L02093,2025-10-04 02:39,14.094651760805556,6,Sleman,0
L02094,2025-10-04 02:53,15.20345530644542,6,Bantul,0
L02095,2025-10-04 02:58,15.425573674917294,24,Sleman,0
L02096,2025-10-04 03:07,14.21974557648903,12,Sleman,0
L02097,2025-10-04 03:14,14.385656423801434,12,Bantul,0
L02098,2025-10-04 03:28,14.972950089424584,36,Bantul,0
L02099,2025-10-04 03:38,15.190698975768049,6,Sleman,0
L02100,2025-10-04 03:49,15.483903746691404,12,Magelang,0
L02101,2025-10-04 03:53,14.48867235452905,36,Sleman,0
L02102,2025-10-04 03:57,14.80246364695839,24,Gunungkidul,0
L02103,2025-10-04 04:14,15.563322493537333,6,Bantul,0
L02104,2025-10-04 04:19,14.787187935022862,6,Sleman,0
L02105,2025-10-04 04:23,15.320791230513803,24,Bantul,0
L02106,2025-10-04 04:38,14.942318584401159,6,Sleman,0
L02107,2025-10-04 04:45,13.673672762496176,12,Kulon Progo,0
L02108,2025-10-04 05:01,15.162043559808103,6,Gunungkidul,0
L02109,2025-10-04 05:09,14.854443257298719,24,Gunungkidul,0
L02110,2025-10-04 05:21,14.613998803992892,12,Magelang,0
L02111,2025-10-04 05:28,15.620477259799529,12,Kulon Progo,0
L02112,2025-10-04 05:34,15.52617728231152,24,Sleman,0
L02113,2025-10-04 05:48,14.649891206370159,6,Gunungkidul,0
L02114,2025-10-04 06:04,15.177798302394793,12,Gunungkidul,0
L02115,2025-10-04 06:07,15.459961690608226,36,Bantul,0
L02116,2025-10-04 06:23,13.648534652063251,24,Bantul,0
L02117,2025-10-04 06:29,13.919601167632702,6,Bantul,0
L02118,2025-10-04 06:42,15.204214014881186,36,Bantul,0
L02119,2025-10-04 06:54,15.694741839831861,6,Bantul,0
L02120,2025-10-04 07:08,15.691707984665424,12,Bantul,0
L02121,2025-10-04 07:14,15.045369506241014,6,Gunungkidul,0
L02122,2025-10-04 07:18,15.440056172190804,24,Magelang,0
L02123,2025-10-04 07:26,15.12253901378819,12,Bantul,0
L02124,2025-10-04 07:40,15.66873617717753,12,Kulon Progo,0
L02125,2025-10-04 07:44,15.251522272328547,12,Magelang,0
L02126,2025-10-04 08:00,15.655022986984555,12,Bantul,0
L02127,2025-10-04 08:03,14.867139898463932,24,Sleman,0
L02128,2025-10-04 08:16,15.695279683513077,12,Bantul,0
L02129,2025-10-04 08:30,15.46692595708036,12,Kulon Progo,0
L02130,2025-10-04 08:46,15.518415680249108,6,Sleman,0
L02131,2025-10-04 08:59,13.295970406092914,36,Gunungkidul,0
L02132,2025-10-04 09:03,15.563226529754791,12,Kulon Progo,0
L02133,2025-10-04 09:07,14.256553855849036,12,Gunungkidul,0
L02134,2025-10-04 09:12,15.70035652432471,6,Kulon Progo,0
L02135,2025-10-04 09:20,14.362090895240371,36,Gunungkidul,0
L02136,2025-10-04 09:37,15.585179825391597,12,Magelang,0
L02137,2025-10-04 09:45,15.348005221103971,6,Magelang,0
L02138,2025-10-04 10:01,14.931208387296778,6,Bantul,0
L02139,2025-10-04 10:05,15.654297686681547,12,Bantul,0
L02140,2025-10-04 10:11,14.921904490950284,6,Gunungkidul,0
L02141,2025-10-04 10:26,13.725212695483469,12,Gunungkidul,0
L02142,2025-10-04 10:42,13.80705188403754,12,Bantul,0
L02143,2025-10-04 10:55,15.614076973941293,12,Gunungkidul,0
L02144,2025-10-04 10:58,14.913832137713975,24,Sleman,0
L02145,2025-10-04 11:08,15.577985215745212,12,Magelang,0
L02146,2025-10-04 11:17,13.353978146421,6,Bantul,0
L02147,2025-10-04 11:32,13.813575687308735,12,Sleman,0
L02148,2025-10-04 11:37,15.750295623557554,24,Sleman,0
L02149,2025-10-04 11:54,14.173873576303356,24,Bantul,0
L02150,2025-10-04 12:10,15.418879290126984,24,Magelang,0
L02151,2025-10-04 12:26,14.836267605818863,24,Bantul,0
L02152,2025-10-04 12:43,15.137381324675598,6,Sleman,0
L02153,2025-10-04 12:56,14.034929581829283,6,Sleman,0
L02154,2025-10-04 13:00,14.619436747596092,6,Bantul,0
L02155,2025-10-04 13:05,15.507239725117252,6,Gunungkidul,0
L02156,2025-10-04 13:21,15.197206613061164,24,Sleman,0
L02157,2025-10-04 13:36,15.144295237674633,6,Magelang,0
L02158,2025-10-04 13:39,15.708857433617629,12,Sleman,0
L02159,2025-10-04 13:50,14.969232682086284,6,Bantul,0
L02160,2025-10-04 14:07,15.560150466787018,24,Magelang,0
L02161,2025-10-04 14:16,15.466504915144021,24,Bantul,0
L02162,2025-10-04 14:32,15.066796436098596,24,Bantul,0
L02163,2025-10-04 14:39,14.692569696625961,12,Sleman,0
L02164,2025-10-04 14:54,14.845644128660144,36,Gunungkidul,0
L02165,2025-10-04 15:03,15.634391395283869,24,Kulon Progo,0
L02166,2025-10-04 15:06,14.727000182947377,24,Bantul,0
L02167,2025-10-04 15:13,15.373820215022716,12,Kulon Progo,0
L02168,2025-10-04 15:20,14.085051317372839,12,Sleman,0
L02169,2025-10-04 15:30,14.827942033719808,24,Bantul,0
L02170,2025-10-04 15:41,15.698677905944562,36,Sleman,0
L02171,2025-10-04 15:58,15.204095543599546,12,Sleman,0
L02172,2025-10-04 16:07,15.581255908463902,12,Bantul,0
L02173,2025-10-04 16:10,14.597774231534824,12,Bantul,0
L02174,2025-10-04 16:19,15.510744993084586,36,Bantul,0
L02175,2025-10-04 16:34,15.74737611324181,12,Gunungkidul,0
L02176,2025-10-04 16:47,15.689350963957278,36,Bantul,0
L02177,2025-10-04 17:03,15.018911899036183,12,Sleman,0
L02178,2025-10-04 17:08,15.411194314165712,12,Gunungkidul,0
L02179,2025-10-04 17:25,15.66065785983567,12,Gunungkidul,0
L02180,2025-10-04 17:37,15.571464077093651,6,Bantul,0
L02181,2025-10-04 17:48,15.740799982315819,12,Bantul,0
L02182,2025-10-04 17:53,13.463641191576315,12,Bantul,0
L02183,2025-10-04 17:57,15.197458235929535,12,Bantul,0
L02184,2025-10-04 18:03,15.54630165880181,12,Sleman,0
L02185,2025-10-04 18:17,15.472780461380745,12,Gunungkidul,0
L02186,2025-10-04 18:28,14.21977828282849,24,Gunungkidul,0
L02187,2025-10-04 18:40,15.255252079735529,6,Gunungkidul,0
L02188,2025-10-04 18:53,14.269572795738894,36,Magelang,0
L02189,2025-10-04 19:06,13.906438422162317,12,Bantul,0
L02190,2025-10-04 19:12,14.018478340373631,12,Magelang,0
L02191,2025-10-04 19:27,15.716231750710287,6,Sleman,0
L02192,2025-10-04 19:34,14.634602928540867,6,Kulon Progo,0
L02193,2025-10-04 19:50,15.059128120139215,24,Bantul,0
L02194,2025-10-04 20:04,14.588599056442604,36,Bantul,0
L02195,2025-10-04 20:08,15.657869822831868,12,Gunungkidul,0
L02196,2025-10-04 20:19,15.652527291346596,6,Magelang,0
L02197,2025-10-04 20:30,15.376059651362711,24,Sleman,0
L02198,2025-10-04 20:37,15.588115409892312,36,Sleman,0
L02199,2025-10-04 20:48,13.984190320496817,24,Gunungkidul,0
L02200,2025-10-04 20:59,15.761376991778375,6,Sleman,0
L02201,2025-10-04 21:12,14.982044700340051,12,Sleman,0
L02202,2025-10-04 21:16,14.947949551062635,36,Sleman,0
L02203,2025-10-04 21:23,14.388191481246265,6,Sleman,0
L02204,2025-10-04 21:32,15.640205323304535,6,Gunungkidul,0
L02205,2025-10-04 21:42,14.28806717556019,24,Sleman,0
L02206,2025-10-04 21:56,15.61992001103096,12,Bantul,0
L02207,2025-10-04 22:10,15.454133804851253,6,Sleman,0
L02208,2025-10-04 22:26,15.523540712883236,12,Bantul,0
L02209,2025-10-04 22:32,13.451854157414903,36,Magelang,0
L02210,2025-10-04 22:35,15.48323530289001,24,Sleman,0
L02211,2025-10-04 22:43,15.72947497547035,6,Kulon Progo,0
L02212,2025-10-04 22:56,14.93498569600818,24,Gunungkidul,0
L02213,2025-10-04 23:10,15.046466617646791,12,Sleman,0
L02214,2025-10-04 23:13,14.021173408223973,12,Sleman,0
L02215,2025-10-04 23:27,15.119353583828081,6,Sleman,0
L02216,2025-10-04 23:41,15.400188865564072,36,Kulon Progo,0
L02217,2025-10-04 23:56,14.710082331552355,6,Bantul,0
L02218,2025-10-05 00:11,15.486733642045671,6,Bantul,0
L02219,2025-10-05 00:23,13.870476848634716,24,Sleman,0
L02220,2025-10-05 00:39,15.401007355362967,24,Sleman,0
L02221,2025-10-05 00:43,15.27959385815894,12,Kulon Progo,0
L02222,2025-10-05 00:47,14.505157118497312,24,Kulon Progo,0
L02223,2025-10-05 00:56,14.82379871580067,24,Sleman,0
L02224,2025-10-05 00:59,14.53801409309015,24,Gunungkidul,0
L02225,2025-10-05 01:10,15.332059417299972,24,Bantul,0
L02226,2025-10-05 01:18,15.35003869996723,6,Bantul,0
L02227,2025-10-05 01:26,15.229542646699668,24,Gunungkidul,0
L02228,2025-10-05 01:32,14.381452578738932,12,Gunungkidul,0
L02229,2025-10-05 01:49,14.462572437910868,12,Gunungkidul,0
L02230,2025-10-05 01:58,15.568314345581753,6,Bantul,0
L02231,2025-10-05 02:13,15.068488074871057,12,Bantul,0
L02232,2025-10-05 02:18,15.018922404983076,6,Gunungkidul,0
L02233,2025-10-05 02:22,14.732764825488827,12,Gunungkidul,0
L02234,2025-10-05 02:36,15.69423655595407,6,Kulon Progo,0
L02235,2025-10-05 02:50,14.53734577340837,24,Gunungkidul,0
L02236,2025-10-05 03:02,15.519783446402165,6,Sleman,0
L02237,2025-10-05 03:10,15.520818311744776,12,Gunungkidul,0
L02238,2025-10-05 03:18,14.548935104761412,12,Sleman,0
L02239,2025-10-05 03:21,13.266278422826089,12,Gunungkidul,0
L02240,2025-10-05 03:34,14.568987257978705,36,Sleman,0
L02241,2025-10-05 03:50,14.625435380052373,12,Sleman,0
L02242,2025-10-05 03:58,15.49119078924794,24,Sleman,0
L02243,2025-10-05 04:11,15.189746760822807,12,Kulon Progo,0
L02244,2025-10-05 04:22,15.00872792942938,24,Magelang,0
L02245,2025-10-05 04:28,15.095040362666698,24,Bantul,0
L02246,2025-10-05 04:37,15.716472951334632,12,Bantul,0
L02247,2025-10-05 04:42,15.704256830979848,36,Bantul,0
L02248,2025-10-05 04:49,13.40961235608454,6,Bantul,0
L02249,2025-10-05 04:56,15.604562030543565,24,Sleman,0
L02250,2025-10-05 04:59,14.862165823253541,12,Sleman,0
L02251,2025-10-05 05:12,15.499205488587041,6,Bantul,0
L02252,2025-10-05 05:19,15.747322072411125,12,Sleman,0
L02253,2025-10-05 05:30,15.161375555807508,6,Bantul,0
L02254,2025-10-05 05:39,15.332059417299972,24,Kulon Progo,0
L02255,2025-10-05 05:48,15.005757796195715,24,Gunungkidul,0
L02256,2025-10-05 05:55,13.8013264372579,24,Bantul,0
L02257,2025-10-05 06:10,13.511296583557902,6,Sleman,0
L02258,2025-10-05 06:27,14.859981289265916,36,Bantul,0
L02259,2025-10-05 06:32,15.580385864910266,24,Sleman,0
L02260,2025-10-05 06:37,14.81593984422198,24,Sleman,0
L02261,2025-10-05 06:53,15.009322111194932,12,Magelang,0
L02262,2025-10-05 07:01,15.189982812551364,12,Kulon Progo,0
L02263,2025-10-05 07:15,14.765734587676862,12,Bantul,0
L02264,2025-10-05 07:28,15.11965434558822,24,Bantul,0
L02265,2025-10-05 07:45,15.306868290599043,12,Sleman,0
L02266,2025-10-05 07:52,15.61268517212703,6,Sleman,0
L02267,2025-10-05 08:05,15.502260561020533,6,Sleman,0
L02268,2025-10-05 08:15,15.575975935206051,12,Magelang,0
L02269,2025-10-05 08:26,15.176444546091433,12,Gunungkidul,0
L02270,2025-10-05 08:39,15.433142804946533,24,Sleman,0
L02271,2025-10-05 08:53,14.202330248950213,36,Sleman,0
L02272,2025-10-05 09:10,14.193959322375644,6,Sleman,0
L02273,2025-10-05 09:16,15.685881403307098,6,Sleman,0
L02274,2025-10-05 09:27,15.303127894836496,12,Sleman,0
L02275,2025-10-05 09:36,14.025384050220143,24,Sleman,0
L02276,2025-10-05 09:49,14.96329611201235,36,Kulon Progo,0
L02277,2025-10-05 10:03,15.732758999411155,6,Sleman,0
L02278,2025-10-05 10:18,13.364367936359457,12,Bantul,0
L02279,2025-10-05 10:31,15.032232347511716,36,Bantul,0
L02280,2025-10-05 10:39,15.59720083594221,12,Bantul,0
L02281,2025-10-05 10:48,15.710586104409359,12,Sleman,0
L02282,2025-10-05 10:57,14.878918032285615,6,Gunungkidul,0
L02283,2025-10-05 11:07,15.678849949375977,6,Sleman,0
L02284,2025-10-05 11:22,15.455323832368146,6,Bantul,0
L02285,2025-10-05 11:30,14.959968362115912,24,Sleman,0
L02286,2025-10-05 11:42,15.532315312037529,24,Kulon Progo,0
L02287,2025-10-05 11:53,15.556005679754232,12,Sleman,0
L02288,2025-10-05 11:56,14.643190816794123,12,Gunungkidul,0
L02289,2025-10-05 12:03,13.895727404320944,6,Gunungkidul,0
L02290,2025-10-05 12:19,15.533884665687506,6,Gunungkidul,0
L02291,2025-10-05 12:29,13.852587629003818,6,Magelang,0
L02292,2025-10-05 12:38,15.531103270528755,6,Bantul,0
L02293,2025-10-05 12:47,14.850017298415175,36,Gunungkidul,0
L02294,2025-10-05 13:00,15.438744663759465,6,Bantul,0
L02295,2025-10-05 13:11,15.311467069430929,6,Gunungkidul,0
L02296,2025-10-05 13:19,13.527477757347894,24,Bantul,0
L02297,2025-10-05 13:30,13.23673972800406,12,Gunungkidul,0
L02298,2025-10-05 13:40,15.339904828874122,6,Sleman,0
L02299,2025-10-05 13:44,17.71911986731108,36,Magelang,1
L02300,2025-10-05 13:54,13.571726703601497,6,Sleman,0
L02301,2025-10-05 14:00,15.738547527542224,6,Bantul,0
L02302,2025-10-05 14:04,14.533612268030872,24,Gunungkidul,0
L02303,2025-10-05 14:20,15.620498148532896,12,Sleman,0
L02304,2025-10-05 14:28,14.045790186803263,6,Bantul,0
L02305,2025-10-05 14:43,14.514172504212244,24,Bantul,0
L02306,2025-10-05 14:49,15.186115734968453,6,Bantul,0
L02307,2025-10-05 14:54,15.18477243639209,12,Sleman,0
L02308,2025-10-05 15:05,15.302635289109507,6,Sleman,0
L02309,2025-10-05 15:11,14.294323396935017,6,Gunungkidul,0
L02310,2025-10-05 15:28,14.611863033361246,12,Sleman,0
L02311,2025-10-05 15:34,14.60904184235907,6,Bantul,0
L02312,2025-10-05 15:48,15.028366589337113,6,Sleman,0
L02313,2025-10-05 15:54,15.68723673197772,12,Sleman,0
L02314,2025-10-05 16:10,15.069938425460114,24,Sleman,0
L02315,2025-10-05 16:23,15.759355432951386,12,Sleman,0
L02316,2025-10-05 16:33,14.574154706454886,6,Magelang,0
L02317,2025-10-05 16:40,14.546265131745706,12,Bantul,0
L02318,2025-10-05 16:43,13.961319398336489,12,Bantul,0
L02319,2025-10-05 16:53,14.445953267820801,12,Gunungkidul,0
L02320,2025-10-05 16:59,14.742212900424354,12,Sleman,0
L02321,2025-10-05 17:08,14.91248350364364,12,Bantul,0
L02322,2025-10-05 17:18,15.45224860726981,36,Bantul,0
L02323,2025-10-05 17:23,15.038717298500499,24,Gunungkidul,0
L02324,2025-10-05 17:31,15.417027179650365,6,Sleman,0
L02325,2025-10-05 17:36,13.892579926566103,24,Bantul,0
L02326,2025-10-05 17:45,15.7109171758749,12,Sleman,0
L02327,2025-10-05 17:56,14.194020278670342,24,Bantul,0
L02328,2025-10-05 18:12,13.483479444938302,12,Sleman,0
L02329,2025-10-05 18:18,14.997660363417175,24,Gunungkidul,0
L02330,2025-10-05 18:21,15.370147346554141,12,Gunungkidul,0
L02331,2025-10-05 18:33,14.523661615310747,24,Bantul,0
L02332,2025-10-05 18:39,14.259942500847485,12,Sleman,0
L02333,2025-10-05 18:49,15.605948654563916,12,Sleman,0
L02334,2025-10-05 19:06,15.583655895332491,12,Sleman,0
L02335,2025-10-05 19:14,15.499137710678324,6,Sleman,0
L02336,2025-10-05 19:26,14.475312928390924,12,Bantul,0
L02337,2025-10-05 19:42,15.198348954110774,6,Bantul,0
L02338,2025-10-05 19:50,15.421335953108091,6,Sleman,0
L02339,2025-10-05 19:55,15.013090269955244,12,Gunungkidul,0
L02340,2025-10-05 20:01,14.324341794261057,12,Bantul,0
L02341,2025-10-05 20:04,15.590703727334482,6,Gunungkidul,0
L02342,2025-10-05 20:13,15.702545206384139,6,Gunungkidul,0
L02343,2025-10-05 20:28,14.2722832936906,12,Sleman,0
L02344,2025-10-05 20:43,15.43886360428944,36,Kulon Progo,0
L02345,2025-10-05 20:49,15.6509713923434,12,Bantul,0
L02346,2025-10-05 21:06,15.206308761542124,24,Gunungkidul,0
L02347,2025-10-05 21:15,13.615843025832161,12,Kulon Progo,0
L02348,2025-10-05 21:21,15.422652236069059,6,Gunungkidul,0
L02349,2025-10-05 21:25,14.60392246275,6,Bantul,0
L02350,2025-10-05 21:40,14.153600057539041,12,Bantul,0
L02351,2025-10-05 21:56,14.576913872019706,36,Bantul,0
L02352,2025-10-05 21:59,15.569679611049065,12,Gunungkidul,0
L02353,2025-10-05 22:11,15.231785962266542,12,Sleman,0
L02354,2025-10-05 22:25,13.333100688587464,24,Sleman,0
L02355,2025-10-05 22:42,15.278766423183148,24,Sleman,0
L02356,2025-10-05 22:57,15.573025140721933,12,Bantul,0
L02357,2025-10-05 23:07,14.34853241265851,12,Bantul,0
L02358,2025-10-05 23:14,15.273302218538392,36,Gunungkidul,0
L02359,2025-10-05 23:31,14.502448501046475,12,Sleman,0
L02360,2025-10-05 23:44,13.343461638537828,12,Bantul,0
L02361,2025-10-05 23:50,14.948304603491371,24,Sleman,0
L02362,2025-10-06 00:07,15.526125768589836,36,Gunungkidul,0
L02363,2025-10-06 00:16,15.394147967565631,36,Sleman,0
L02364,2025-10-06 00:28,13.964036591944048,12,Sleman,0
L02365,2025-10-06 00:38,14.351034452841212,24,Sleman,0
L02366,2025-10-06 00:49,15.204148670352133,6,Bantul,0
L02367,2025-10-06 00:59,14.765142831404383,24,Sleman,0
L02368,2025-10-06 01:03,14.793094299998307,24,Bantul,0
L02369,2025-10-06 01:14,15.01976882154284,12,Gunungkidul,0
L02370,2025-10-06 01:20,15.508295374735228,6,Sleman,0
L02371,2025-10-06 01:23,15.260639469089396,24,Bantul,0
L02372,2025-10-06 01:30,15.614897695755896,12,Gunungkidul,0
L02373,2025-10-06 01:45,13.967500905954191,36,Gunungkidul,0
L02374,2025-10-06 01:50,15.073346067911745,24,Gunungkidul,0
L02375,2025-10-06 02:03,15.221007121063096,24,Sleman,0
L02376,2025-10-06 02:07,15.506825556109744,12,Bantul,0
L02377,2025-10-06 02:18,15.163505261628826,24,Magelang,0
L02378,2025-10-06 02:34,15.680839985594986,24,Sleman,0
L02379,2025-10-06 02:42,15.598184041018984,12,Sleman,0
L02380,2025-10-06 02:47,15.420901090796592,6,Bantul,0
L02381,2025-10-06 02:54,14.941710127414023,24,Sleman,0
L02382,2025-10-06 03:09,14.768302539369424,12,Bantul,0
L02383,2025-10-06 03:25,15.19368831841965,6,Bantul,0
L02384,2025-10-06 03:42,15.071562113126065,6,Sleman,0
L02385,2025-10-06 03:47,13.445039454587594,12,Sleman,0
L02386,2025-10-06 03:56,14.506147590737617,12,Bantul,0
L02387,2025-10-06 04:04,15.595348581635003,6,Gunungkidul,0
L02388,2025-10-06 04:11,15.062443708905134,12,Gunungkidul,0
L02389,2025-10-06 04:17,15.713613959137808,24,Sleman,0
L02390,2025-10-06 04:31,14.55663280869001,12,Sleman,0
L02391,2025-10-06 04:34,15.731049713611503,12,Kulon Progo,0
L02392,2025-10-06 04:51,15.564210113731793,6,Sleman,0
L02393,2025-10-06 05:05,14.85591305676089,12,Bantul,0
L02394,2025-10-06 05:10,15.311659720293951,12,Sleman,0
L02395,2025-10-06 05:21,15.750583481563073,24,Sleman,0
L02396,2025-10-06 05:29,15.345060534080467,24,Gunungkidul,0
L02397,2025-10-06 05:35,15.695902506152503,12,Sleman,0
L02398,2025-10-06 05:49,14.01166269647039,6,Bantul,0
L02399,2025-10-06 05:58,14.262216772752922,24,Bantul,0
L02400,2025-10-06 06:01,13.141169429853342,36,Sleman,0
L02401,2025-10-06 06:09,14.776519938531123,36,Gunungkidul,0
L02402,2025-10-06 06:17,15.543569199536025,36,Sleman,0
L02403,2025-10-06 06:24,15.727347613537855,12,Bantul,0
L02404,2025-10-06 06:28,15.208033481255185,24,Gunungkidul,0
L02405,2025-10-06 06:41,14.99322603617387,6,Sleman,0
L02406,2025-10-06 06:56,15.695753472934676,6,Sleman,0
L02407,2025-10-06 07:12,15.27967596270907,24,Bantul,0
L02408,2025-10-06 07:18,15.19981694437121,6,Sleman,0
L02409,2025-10-06 07:28,13.866139982038684,12,Sleman,0
L02410,2025-10-06 07:40,14.454946259525713,6,Bantul,0
L02411,2025-10-06 07:45,15.431962415078411,6,Bantul,0
L02412,2025-10-06 07:56,15.432936084302955,6,Gunungkidul,0
L02413,2025-10-06 08:04,15.130131941461993,12,Sleman,0
L02414,2025-10-06 08:20,15.436163347909945,12,Bantul,0
L02415,2025-10-06 08:34,15.423609173941125,12,Kulon Progo,0
L02416,2025-10-06 08:38,13.738588476069225,12,Magelang,0
L02417,2025-10-06 08:45,15.595059953375484,6,Bantul,0
L02418,2025-10-06 08:55,15.426693147563679,24,Bantul,0
L02419,2025-10-06 08:58,14.470991177051326,6,Gunungkidul,0
L02420,2025-10-06 09:14,14.44754481000547,24,Kulon Progo,0
L02421,2025-10-06 09:30,15.721684878359948,36,Sleman,0
L02422,2025-10-06 09:40,14.58301585795993,36,Sleman,0
L02423,2025-10-06 09:47,13.473424392692554,12,Sleman,0
L02424,2025-10-06 10:04,13.46481200548247,24,Magelang,0
L02425,2025-10-06 10:08,14.50056457706389,6,Gunungkidul,0
L02426,2025-10-06 10:14,15.336755304462102,36,Sleman,0
L02427,2025-10-06 10:26,15.058445965212835,6,Gunungkidul,0
L02428,2025-10-06 10:36,15.474926880704615,12,Gunungkidul,0
L02429,2025-10-06 10:41,14.51284296821944,12,Gunungkidul,0
L02430,2025-10-06 10:56,14.50775533147743,24,Gunungkidul,0
L02431,2025-10-06 11:06,14.955733649961152,24,Sleman,0
L02432,2025-10-06 11:15,15.54743226238937,12,Sleman,0
L02433,2025-10-06 11:21,15.142357151378198,6,Sleman,0
L02434,2025-10-06 11:27,15.51171388380811,24,Bantul,0
L02435,2025-10-06 11:43,13.919125250559478,36,Bantul,0
L02436,2025-10-06 11:47,14.967183561545033,6,Bantul,0
L02437,2025-10-06 11:55,15.022424333392019,24,Bantul,0
L02438,2025-10-06 12:10,13.757313487259928,12,Bantul,0
L02439,2025-10-06 12:26,14.74858564122898,12,Sleman,0
L02440,2025-10-06 12:31,14.657597005354516,6,Gunungkidul,0
L02441,2025-10-06 12:41,15.057165777485032,24,Bantul,0
L02442,2025-10-06 12:46,14.269949940276705,6,Gunungkidul,0
L02443,2025-10-06 13:03,14.627561035342572,24,Sleman,0
L02444,2025-10-06 13:11,15.722430218791086,12,Sleman,0
L02445,2025-10-06 13:25,14.172929724900358,12,Bantul,0
L02446,2025-10-06 13:41,15.57600946778308,12,Sleman,0
