transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,device_risk_score,is_fraud
H04548,2025-10-01 11:11,13.270576464564833,e-commerce,Online,0,2,0.230531957160483,0
H04549,2025-10-01 11:17,12.486760314068995,e-commerce,Online,0,3,0.1321259677160887,0
H04550,2025-10-01 11:23,12.984328143409847,e-commerce,Online,0,1,0.12809349166459244,0
H04551,2025-10-01 11:24,12.04514656442264,e-commerce,Online,0,7,0.7800978937464672,1
H04552,2025-10-01 11:26,12.717179229823058,e-commerce,Online,0,2,0.23041424912164388,0
H04553,2025-10-01 11:28,12.090369944476437,e-commerce,Online,0,6,0.8602850528431492,1
H04554,2025-10-01 11:33,12.655427039208059,subscription,Online,0,3,0.023706230709923146,0
H04555,2025-10-01 11:39,11.862913098609106,subscription,Online,0,2,0.09718412713753989,0
H04556,2025-10-01 11:43,13.039666316717346,e-commerce,Online,0,2,0.15261198898307804,0
H04557,2025-10-01 11:47,12.99411628395969,travel,Jakarta,0,3,0.1281194997701679,0
H04558,2025-10-01 11:49,13.175608365997103,e-commerce,Online,0,2,0.09426658509850969,0
H04559,2025-10-01 11:51,12.420841224462194,e-commerce,Online,0,5,0.8827624998187737,1
H04560,2025-10-01 11:54,13.134862931472723,subscription,Online,0,1,0.10064198727644284,0
H04561,2025-10-01 11:59,13.198620467121083,e-commerce,Online,0,1,0.23096614052958933,0
H04562,2025-10-01 12:05,12.679570164030165,e-commerce,Online,0,1,0.06579588442192308,0
H04563,2025-10-01 12:11,13.254762629399433,e-commerce,Online,0,2,0.1130499714287696,0
H04564,2025-10-01 12:15,13.0719749366711,subscription,Online,0,3,0.22206026762448927,0
H04565,2025-10-01 12:18,12.253113661784306,e-commerce,Online,0,1,0.11409085861411278,0
H04566,2025-10-01 12:22,12.651152619872319,retail,Jakarta,0,3,0.13600557078770756,0
H04567,2025-10-01 12:28,11.56672212332587,subscription,Online,0,3,0.13577712284880183,0
H04568,2025-10-01 12:29,11.537832688676328,e-commerce,Online,0,6,0.8156478232768554,1
H04569,2025-10-01 12:32,12.422433244547552,e-commerce,Online,0,1,0.12043296210953931,0
H04570,2025-10-01 12:37,12.272422026071707,e-commerce,Online,0,3,0.058412530538235974,0
H04571,2025-10-01 12:40,12.411133689293617,subscription,Online,0,2,0.21003271711749066,0
H04572,2025-10-01 12:46,11.289794413577894,retail,Online,0,1,0.18045626028201864,0
H04573,2025-10-01 12:49,12.609482309325925,subscription,Online,0,3,0.21935918609420207,0
H04574,2025-10-01 12:52,11.9869211154855,e-commerce,Online,0,2,0.09193617071373517,0
H04575,2025-10-01 12:54,12.078335860264778,e-commerce,Jakarta,0,2,0.0880143773419164,0
H04576,2025-10-01 12:59,13.02033951115763,retail,Online,0,3,0.020254052960717868,0
H04577,2025-10-01 13:02,13.196615196354461,e-commerce,Online,0,1,0.027001086771897033,0
H04578,2025-10-01 13:03,11.83271648333963,e-commerce,Online,0,6,0.7655931700298133,1
H04579,2025-10-01 13:08,12.790202632928748,e-commerce,Jakarta,0,1,0.19230017253248644,0
H04580,2025-10-01 13:09,11.96671078556799,e-commerce,Online,0,7,0.7978821710197063,1
H04581,2025-10-01 13:12,12.859293263883997,e-commerce,Jakarta,0,3,0.04587873727320275,0
H04582,2025-10-01 13:16,11.442728297180931,e-commerce,Online,0,2,0.10840712713426325,0
H04583,2025-10-01 13:20,13.073658309614098,e-commerce,Online,0,3,0.19396270662331555,0
H04584,2025-10-01 13:22,11.266001384990615,e-commerce,Online,0,1,0.04314522719343489,0
H04585,2025-10-01 13:27,12.87219029753745,e-commerce,Online,0,2,0.1625905710846992,0
H04586,2025-10-01 13:31,12.659044554967315,e-commerce,Online,0,3,0.10145527132763,0
H04587,2025-10-01 13:36,12.737415347194075,e-commerce,Online,0,1,0.07327726874858641,0
H04588,2025-10-01 13:38,12.057955394577233,travel,Online,0,1,0.2458554330692775,0
H04589,2025-10-01 13:43,13.194665434159724,e-commerce,Online,0,3,0.21571389030463736,0
H04590,2025-10-01 13:47,11.57707328479398,travel,Online,0,1,0.06582765718707548,0
H04591,2025-10-01 13:52,13.245760844823272,e-commerce,Online,0,1,0.12128993300391899,0
H04592,2025-10-01 13:55,11.325728040429487,e-commerce,Bandung,0,3,0.08262317314690534,0
H04593,2025-10-01 13:57,12.287454456204939,subscription,Online,0,1,0.1324649783878224,0
H04594,2025-10-01 14:00,12.736742072215204,subscription,Online,0,2,0.0714650389966613,0
H04595,2025-10-01 14:02,12.718725598712354,subscription,Online,0,1,0.03213489348430084,0
H04596,2025-10-01 14:04,12.168920990399306,e-commerce,Online,0,2,0.13007678632655523,0
H04597,2025-10-01 14:07,12.247636764607867,e-commerce,Online,0,1,0.17114871261376743,0
H04598,2025-10-01 14:12,12.781764236817317,e-commerce,Online,0,1,0.11070413410138728,0
H04599,2025-10-01 14:15,11.034212015120223,e-commerce,Online,0,3,0.06245591066201407,0
H04600,2025-10-01 14:17,11.78724870421902,subscription,Jakarta,0,1,0.16106383191675155,0
H04601,2025-10-01 14:23,12.496998202195407,subscription,Online,0,1,0.20551421184917984,0
H04602,2025-10-01 14:26,11.057755274282396,e-commerce,Online,0,1,0.09479985831009392,0
H04603,2025-10-01 14:28,11.488499566808402,travel,Jakarta,0,3,0.22502935009989408,0
H04604,2025-10-01 14:31,11.08203485077085,travel,Online,0,2,0.05307146772722102,0
H04605,2025-10-01 14:37,13.12157706834437,e-commerce,Online,0,1,0.10981479249683924,0
H04606,2025-10-01 14:39,11.625995188178013,retail,Online,0,2,0.03179597639880599,0
H04607,2025-10-01 14:42,11.927422991029209,e-commerce,Online,0,2,0.18557868649617645,0
H04608,2025-10-01 14:46,13.097709964045658,e-commerce,Online,0,2,0.23311015995938586,0
H04609,2025-10-01 14:50,12.570538660103646,e-commerce,Online,0,1,0.15404125875604324,0
H04610,2025-10-01 14:52,12.600419507704453,e-commerce,Online,0,3,0.11870178003319903,0
H04611,2025-10-01 14:56,12.926664745168697,travel,Online,0,3,0.1510281533993743,0
H04612,2025-10-01 15:02,12.881880362713416,subscription,Online,0,3,0.19429901655230516,0
H04613,2025-10-01 15:08,12.533039131029431,e-commerce,Online,0,3,0.11881956315047129,0
H04614,2025-10-01 15:11,13.182978587411768,subscription,Online,0,1,0.21358529880071198,0
H04615,2025-10-01 15:13,12.074248366386495,e-commerce,Online,0,2,0.0964927444017374,0
H04616,2025-10-01 15:18,12.02534781329281,e-commerce,Online,0,3,0.09554897343658224,0
H04617,2025-10-01 15:24,12.716086940257751,retail,Online,0,2,0.21613451056373767,0
H04618,2025-10-01 15:27,13.179201073153061,e-commerce,Online,0,3,0.19892631781986866,0
H04619,2025-10-01 15:30,13.205352509334354,subscription,Online,0,2,0.027515794307206985,0
H04620,2025-10-01 15:34,13.03919913614356,e-commerce,Online,0,3,0.13303001438893464,0
H04621,2025-10-01 15:36,10.857459351377972,e-commerce,Online,0,1,0.22253797491236277,0
H04622,2025-10-01 15:40,13.019133922755456,e-commerce,Online,0,3,0.13271379098513722,0
H04623,2025-10-01 15:46,11.850504232017922,travel,Bandung,0,3,0.02130466157545879,0
H04624,2025-10-01 15:49,13.178566001289214,e-commerce,Online,0,1,0.1512991262138197,0
H04625,2025-10-01 15:53,11.63006829573919,e-commerce,Jakarta,0,3,0.03589626901608778,0
H04626,2025-10-01 15:55,11.688834840936288,e-commerce,Bandung,0,1,0.06605323685831507,0
H04627,2025-10-01 16:00,12.717251207006322,e-commerce,Online,0,3,0.0317240756898843,0
H04628,2025-10-01 16:02,12.75787513182375,e-commerce,Online,0,3,0.2223842363980514,0
H04629,2025-10-01 16:07,12.374730443557356,e-commerce,Online,0,1,0.1522755394529489,0
H04630,2025-10-01 16:12,12.66332026167471,e-commerce,Online,0,2,0.10722128363475833,0
H04631,2025-10-01 16:14,13.001444680697304,e-commerce,Jakarta,0,2,0.12247399232010389,0
H04632,2025-10-01 16:16,12.936515610833816,e-commerce,Online,0,3,0.1330560912060086,0
H04633,2025-10-01 16:21,12.998488071498759,retail,Online,0,1,0.04442132175782363,0
H04634,2025-10-01 16:23,12.10566650333748,e-commerce,Online,0,3,0.11681988028620885,0
H04635,2025-10-01 16:27,12.787304541461618,subscription,Online,0,1,0.12550933275365067,0
H04636,2025-10-01 16:28,11.5262956839084,e-commerce,Online,0,6,0.7543890453957784,1
H04637,2025-10-01 16:34,12.119730135708108,e-commerce,Online,0,3,0.07833046796242295,0
H04638,2025-10-01 16:40,13.280042112035014,subscription,Online,0,2,0.21620556851322764,0
H04639,2025-10-01 16:42,11.205380763422196,e-commerce,Bandung,0,3,0.11538366680196539,0
H04640,2025-10-01 16:44,12.631748794254468,retail,Jakarta,0,3,0.07113077918023573,0
H04641,2025-10-01 16:46,12.679345923643531,travel,Online,0,3,0.1513630115449254,0
H04642,2025-10-01 16:48,11.36881257091772,e-commerce,Online,0,7,0.7693005511233431,1
H04643,2025-10-01 16:50,11.260520442207293,retail,Online,0,1,0.06149465757730535,0
H04644,2025-10-01 16:52,12.107737394809101,e-commerce,Online,0,5,0.7572194030408412,1
H04645,2025-10-01 16:56,13.021118823984885,e-commerce,Online,0,3,0.1592246258635739,0
H04646,2025-10-01 17:00,12.83862020396119,retail,Online,0,3,0.19914479580196687,0
H04647,2025-10-01 17:03,12.784580281983015,travel,Online,0,3,0.2084268977818721,0
H04648,2025-10-01 17:08,11.785011549797453,e-commerce,Online,0,1,0.11227137588993465,0
H04649,2025-10-01 17:11,12.764098598919555,e-commerce,Online,0,3,0.23709641503706663,0
H04650,2025-10-01 17:14,11.92287384152816,subscription,Online,0,1,0.03359470435838111,0
H04651,2025-10-01 17:19,12.309301390578794,e-commerce,Online,0,3,0.07505405203341506,0
H04652,2025-10-01 17:23,13.259835744178774,e-commerce,Online,0,2,0.06602113829930586,0
H04653,2025-10-01 17:25,12.598364702061405,subscription,Online,0,1,0.06262795235965293,0
H04654,2025-10-01 17:31,11.098046182251446,travel,Online,0,3,0.19821426673627854,0
H04655,2025-10-01 17:33,12.839658232808588,retail,Online,0,3,0.039752871207316305,0
H04656,2025-10-01 17:35,11.93660370249775,subscription,Jakarta,0,2,0.07012259796921724,0
H04657,2025-10-01 17:37,10.873375921759074,retail,Online,0,3,0.06578316887795428,0
H04658,2025-10-01 17:42,12.946034230206653,retail,Online,0,1,0.1993393705359861,0
H04659,2025-10-01 17:46,12.895176663512887,subscription,Jakarta,0,1,0.21768075583035248,0
H04660,2025-10-01 17:49,12.039380313608412,e-commerce,Online,0,1,0.046227666758452024,0
H04661,2025-10-01 17:52,13.033650189519276,e-commerce,Online,0,1,0.04411159516098917,0
H04662,2025-10-01 17:55,11.918843803687215,retail,Online,0,2,0.020361562376926916,0
H04663,2025-10-01 18:00,12.694674132510954,e-commerce,Online,0,2,0.16427994108780555,0
H04664,2025-10-01 18:04,12.78289947019595,subscription,Jakarta,0,1,0.12836882024670304,0
H04665,2025-10-01 18:06,11.625262587412646,retail,Online,0,2,0.2018215864516292,0
H04666,2025-10-01 18:10,12.977977862773285,subscription,Online,0,1,0.21385437810217192,0
H04667,2025-10-01 18:15,12.697813304418696,retail,Online,0,2,0.07882386239743328,0
H04668,2025-10-01 18:21,12.566711223881358,subscription,Online,0,3,0.09778756061357124,0
H04669,2025-10-01 18:27,13.029394654249655,retail,Online,0,2,0.06562506276255249,0
H04670,2025-10-01 18:30,13.080934949040236,retail,Online,0,1,0.08756866462104604,0
H04671,2025-10-01 18:36,12.680357721289393,subscription,Online,0,1,0.1880930884955564,0
H04672,2025-10-01 18:41,13.119090025829852,subscription,Online,0,3,0.11700480052360844,0
H04673,2025-10-01 18:42,12.182496909001468,e-commerce,Online,0,7,0.8203926583750278,1
H04674,2025-10-01 18:48,12.880793601117515,travel,Online,0,3,0.14543917503270218,0
H04675,2025-10-01 18:51,12.221640830018226,subscription,Online,0,1,0.21868516047860048,0
H04676,2025-10-01 18:54,12.815297310017613,subscription,Online,0,2,0.15144167607725734,0
H04677,2025-10-01 18:59,12.88325303256804,e-commerce,Online,0,2,0.06956492205803869,0
H04678,2025-10-01 19:02,13.120297244420838,retail,Online,0,2,0.2255280578850151,0
H04679,2025-10-01 19:03,12.266405460069123,e-commerce,Online,0,7,0.9372432027252913,1
H04680,2025-10-01 19:08,10.972791174342897,e-commerce,Online,0,1,0.1075866845163526,0
H04681,2025-10-01 19:14,13.284480526199046,e-commerce,Online,0,2,0.06373918163082327,0
H04682,2025-10-01 19:16,17.208761449742244,e-commerce,International,1,6,0.9331233422517271,1
H04683,2025-10-01 19:21,11.67242183112224,retail,Online,0,1,0.15570926453209089,0
H04684,2025-10-01 19:25,11.701916398611568,subscription,Online,0,2,0.11343130062542635,0
H04685,2025-10-01 19:30,11.119097383256094,e-commerce,Online,0,3,0.09327864367211172,0
H04686,2025-10-01 19:35,12.054418014645961,e-commerce,Online,0,1,0.1668801060972401,0
H04687,2025-10-01 19:37,12.191273679018101,e-commerce,Online,0,1,0.04510179966644891,0
H04688,2025-10-01 19:39,13.256806853953819,retail,Online,0,2,0.13797475146667224,0
H04689,2025-10-01 19:44,13.116526375203696,e-commerce,Online,0,1,0.24778226670296274,0
H04690,2025-10-01 19:49,10.859787148429518,retail,Online,0,1,0.23074262543133162,0
H04691,2025-10-01 19:54,12.36909244956935,e-commerce,Online,0,3,0.08522938923181783,0
H04692,2025-10-01 19:59,12.296178396668777,e-commerce,Jakarta,0,1,0.11217211081802847,0
H04693,2025-10-01 20:05,12.603189671831675,retail,Online,0,1,0.2240142659794718,0
H04694,2025-10-01 20:07,11.812281629269929,e-commerce,Jakarta,0,2,0.16446394117108967,0
H04695,2025-10-01 20:09,12.192936746137033,e-commerce,Jakarta,0,2,0.079928674589049,0
H04696,2025-10-01 20:15,12.804167113138359,e-commerce,Online,0,2,0.08595278620970141,0
H04697,2025-10-01 20:21,12.724178702508844,travel,Online,0,2,0.0211792405788029,0
H04698,2025-10-01 20:27,13.150645637056632,retail,Online,0,1,0.21855529073994015,0
H04699,2025-10-01 20:32,13.233629222232448,e-commerce,Online,0,3,0.04513130874900114,0
H04700,2025-10-01 20:37,12.487443594672857,retail,Online,0,1,0.09394699883968603,0
H04701,2025-10-01 20:42,13.119049893875982,e-commerce,Online,0,2,0.10197936853134641,0
H04702,2025-10-01 20:47,13.143051886700956,subscription,Jakarta,0,1,0.21339051850504162,0
H04703,2025-10-01 20:49,12.389531055861191,e-commerce,Online,0,2,0.024156207445813028,0
H04704,2025-10-01 20:51,12.584957610782993,e-commerce,Bandung,0,2,0.05032600952566782,0
H04705,2025-10-01 20:57,12.886770149472824,subscription,Online,0,2,0.2288471555186937,0
H04706,2025-10-01 21:00,13.21762810163011,e-commerce,Online,0,2,0.07034295156651302,0
H04707,2025-10-01 21:03,13.07291889921816,subscription,Online,0,1,0.06247108380692533,0
H04708,2025-10-01 21:06,13.153513146396545,subscription,Bandung,0,1,0.14837879062358092,0
H04709,2025-10-01 21:10,13.094659134404209,e-commerce,Online,0,3,0.07364322767570974,0
H04710,2025-10-01 21:13,11.907336366511887,e-commerce,Jakarta,0,2,0.17321822618033653,0
H04711,2025-10-01 21:16,12.029645681438486,subscription,Online,0,2,0.226640209638447,0
H04712,2025-10-01 21:22,13.193354783822608,subscription,Online,0,3,0.2298962179992532,0
H04713,2025-10-01 21:24,12.600379059675108,e-commerce,Online,0,3,0.21152789565307797,0
H04714,2025-10-01 21:27,11.957040610606798,subscription,Online,0,2,0.23374074232751268,0
H04715,2025-10-01 21:29,12.274338586200262,e-commerce,Online,0,3,0.23168258987758217,0
H04716,2025-10-01 21:31,12.67519463624685,subscription,Online,0,2,0.06686271813323037,0
H04717,2025-10-01 21:37,12.781679885883642,e-commerce,Bandung,0,1,0.16022160033904004,0
H04718,2025-10-01 21:43,11.969102698620041,travel,Online,0,2,0.10638759809324029,0
H04719,2025-10-01 21:47,12.146508398817293,subscription,Online,0,3,0.11009412907211985,0
H04720,2025-10-01 21:51,12.478215862876292,subscription,Online,0,3,0.0921180846526943,0
H04721,2025-10-01 21:53,12.02902515635891,retail,Online,0,2,0.16187427081933306,0
H04722,2025-10-01 21:58,13.291402106741366,e-commerce,Bandung,0,3,0.10098908229069327,0
H04723,2025-10-01 22:04,11.02093795121555,retail,Online,0,1,0.08826429452006132,0
H04724,2025-10-01 22:10,13.06224812583684,e-commerce,Online,0,1,0.11117072921222988,0
H04725,2025-10-01 22:12,11.841430331941945,e-commerce,Online,0,5,0.8437840905941508,1
H04726,2025-10-01 22:16,12.779143224721608,subscription,Online,0,1,0.18121977948501733,0
H04727,2025-10-01 22:22,12.298191374432063,subscription,Online,0,3,0.07490090991721543,0
H04728,2025-10-01 22:27,13.243720462972913,retail,Online,0,1,0.22212451274245204,0
H04729,2025-10-01 22:32,13.27935686975114,retail,Jakarta,0,2,0.035249190614920725,0
H04730,2025-10-01 22:36,12.420526550993833,e-commerce,Online,0,3,0.09476892501353452,0
H04731,2025-10-01 22:40,11.093249864392948,e-commerce,Online,0,1,0.039474812120868424,0
H04732,2025-10-01 22:45,11.886308055611538,travel,Online,0,1,0.1514085904625913,0
H04733,2025-10-01 22:47,13.0034199187175,e-commerce,Bandung,0,2,0.22599756545008584,0
H04734,2025-10-01 22:51,13.13414173936035,e-commerce,Online,0,3,0.03872147412575473,0
H04735,2025-10-01 22:57,11.185920274121928,e-commerce,Jakarta,0,1,0.15766535431717507,0
H04736,2025-10-01 23:03,10.945476578263147,e-commerce,Online,0,1,0.19871203729642792,0
H04737,2025-10-01 23:05,12.676772907071276,travel,Online,0,3,0.15355888623032207,0
H04738,2025-10-01 23:06,11.991064660567817,e-commerce,Online,0,5,0.9048499224801071,1
H04739,2025-10-01 23:09,13.064227780394031,e-commerce,Online,0,3,0.136244903520322,0
H04740,2025-10-01 23:14,11.03524443979654,e-commerce,Online,0,1,0.10816295202407614,0
H04741,2025-10-01 23:18,13.293982870865042,subscription,Online,0,1,0.047346941788788365,0
H04742,2025-10-01 23:20,12.237619761028304,retail,Online,0,2,0.15054481547196538,0
H04743,2025-10-01 23:25,12.078421075675184,e-commerce,Online,0,1,0.06465222958800108,0
H04744,2025-10-01 23:31,12.411154054025975,retail,Online,0,2,0.17479648461077368,0
H04745,2025-10-01 23:33,17.322701844650854,e-commerce,International,1,7,0.9346212742968898,1
H04746,2025-10-01 23:35,12.092892749153549,e-commerce,Online,0,7,0.8620395775800187,1
H04747,2025-10-01 23:38,12.913721664288945,e-commerce,Online,0,3,0.14249516380593222,0
H04748,2025-10-01 23:44,12.12208215560854,e-commerce,Online,0,2,0.1913345826613298,0
H04749,2025-10-01 23:50,11.651086125978413,retail,Online,0,3,0.14588812949438063,0
H04750,2025-10-01 23:56,11.6036706957769,e-commerce,Online,0,2,0.08160113187560579,0
H04751,2025-10-01 23:58,12.582894765244578,e-commerce,Online,0,2,0.20727726062607185,0
H04752,2025-10-02 00:02,10.854179711127616,e-commerce,Online,0,3,0.21797020060594255,0
H04753,2025-10-02 00:05,12.786907424192146,e-commerce,Online,0,3,0.14959263938760337,0
H04754,2025-10-02 00:08,13.073366391848829,retail,Online,0,3,0.03746327320440235,0
H04755,2025-10-02 00:12,12.793067330232084,retail,Online,0,1,0.1333920325450801,0
H04756,2025-10-02 00:18,12.615875000835116,e-commerce,Online,0,3,0.24398416463641098,0
H04757,2025-10-02 00:22,11.875162909477467,subscription,Online,0,3,0.20362184001586617,0
H04758,2025-10-02 00:26,11.842732682472656,subscription,Online,0,3,0.19808781217770718,0
H04759,2025-10-02 00:28,12.30044147331077,e-commerce,Online,0,6,0.9874010131227805,1
H04760,2025-10-02 00:34,11.463714212155416,subscription,Online,0,2,0.08224213597613987,0
H04761,2025-10-02 00:40,12.792847687803512,retail,Online,0,3,0.0673512597836726,0
H04762,2025-10-02 00:44,12.221655598194776,travel,Online,0,3,0.12035754556773234,0
H04763,2025-10-02 00:48,12.933969018416938,subscription,Online,0,1,0.02798417849684214,0
H04764,2025-10-02 00:52,12.408629742435979,subscription,Online,0,2,0.22558310436496373,0
H04765,2025-10-02 00:56,12.333392285102402,travel,Online,0,3,0.06919596437874902,0
H04766,2025-10-02 01:00,12.62406232604254,subscription,Online,0,3,0.14642328406022354,0
H04767,2025-10-02 01:02,12.427642959955955,retail,Online,0,1,0.1750528548205266,0
H04768,2025-10-02 01:08,11.567224238377607,travel,Online,0,3,0.0954483781140031,0
H04769,2025-10-02 01:11,11.067216320291932,e-commerce,Online,0,3,0.2187893909781065,0
H04770,2025-10-02 01:16,13.286110152790728,subscription,Online,0,1,0.029311427642874758,0
H04771,2025-10-02 01:21,11.60039590324177,e-commerce,Online,0,1,0.19295789891821338,0
H04772,2025-10-02 01:26,12.195067308353494,travel,Online,0,1,0.12445092043639637,0
H04773,2025-10-02 01:27,11.860747335848222,e-commerce,Online,0,5,0.7595537318201862,1
H04774,2025-10-02 01:30,12.586947885769547,e-commerce,Jakarta,0,3,0.09353047418759732,0
H04775,2025-10-02 01:32,12.181195765963686,e-commerce,Online,0,5,0.9312951373785274,1
H04776,2025-10-02 01:34,11.827363872729553,e-commerce,Online,0,7,0.83237927695093,1
H04777,2025-10-02 01:38,12.85707925429548,retail,Online,0,1,0.17108734739525694,0
H04778,2025-10-02 01:42,12.304129051002525,e-commerce,Online,0,2,0.02482676667567383,0
H04779,2025-10-02 01:46,13.260602421628095,e-commerce,Online,0,3,0.2441189069341778,0
H04780,2025-10-02 01:48,11.465561283603876,e-commerce,Online,0,3,0.07601786873344858,0
H04781,2025-10-02 01:52,12.304677392283928,subscription,Jakarta,0,1,0.24126404765945914,0
H04782,2025-10-02 01:57,12.457212614149434,e-commerce,Online,0,2,0.23223540094171974,0
H04783,2025-10-02 02:00,12.398183629143828,e-commerce,Bandung,0,2,0.1137970501138757,0
H04784,2025-10-02 02:06,12.777278155284877,subscription,Online,0,2,0.1614084428243387,0
H04785,2025-10-02 02:10,11.266398131673066,e-commerce,Online,0,2,0.11462230403177452,0
H04786,2025-10-02 02:16,13.147962895704541,subscription,Bandung,0,2,0.0937691849002762,0
H04787,2025-10-02 02:21,11.835588506317254,retail,Online,0,3,0.2446779627713709,0
H04788,2025-10-02 02:24,12.438611918484746,travel,Online,0,1,0.22108157568546077,0
H04789,2025-10-02 02:27,12.820090034914815,e-commerce,Bandung,0,1,0.08542071478350166,0
H04790,2025-10-02 02:33,13.197910456404019,e-commerce,Online,0,2,0.08685541526448959,0
H04791,2025-10-02 02:35,12.784706439301358,e-commerce,Online,0,2,0.1809558632900461,0
H04792,2025-10-02 02:36,12.213852305348997,subscription,Online,0,6,0.9056640333972339,1
H04793,2025-10-02 02:40,12.132442251625495,e-commerce,Online,0,3,0.15964464201684864,0
H04794,2025-10-02 02:45,13.004970765522664,retail,Online,0,1,0.06806692996156566,0
H04795,2025-10-02 02:49,12.788548008183069,retail,Online,0,2,0.10485295873487285,0
H04796,2025-10-02 02:54,11.10633972919336,subscription,Online,0,3,0.06957730867039262,0
H04797,2025-10-02 03:00,12.545308915831237,subscription,Online,0,3,0.11598628640879365,0
H04798,2025-10-02 03:04,13.204221666680903,e-commerce,Jakarta,0,3,0.13082712667870336,0
H04799,2025-10-02 03:10,13.165273430412348,e-commerce,Online,0,2,0.17114633335225116,0
H04800,2025-10-02 03:14,12.02811754188942,e-commerce,Online,0,1,0.12391992291019759,0
H04801,2025-10-02 03:20,13.033158323336309,retail,Online,0,1,0.21419030564815209,0
H04802,2025-10-02 03:25,12.342472420410168,travel,Online,0,3,0.03989443795171089,0
H04803,2025-10-02 03:27,11.999189917507053,e-commerce,Online,0,5,0.8104273167194839,1
H04804,2025-10-02 03:33,12.730833718314297,e-commerce,Jakarta,0,3,0.2218994176086668,0
H04805,2025-10-02 03:37,12.330283864960478,e-commerce,Jakarta,0,1,0.032382086879689576,0
H04806,2025-10-02 03:39,13.267168235054797,e-commerce,Online,0,2,0.200944025147849,0
H04807,2025-10-02 03:45,12.116940840202336,e-commerce,Online,0,3,0.020196025638644005,0
H04808,2025-10-02 03:47,12.388902406499842,e-commerce,Online,0,1,0.10792381016289666,0
H04809,2025-10-02 03:49,13.241450451321997,retail,Online,0,1,0.2155527321012278,0
H04810,2025-10-02 03:51,12.051031569417768,e-commerce,Bandung,0,1,0.06752330851479539,0
H04811,2025-10-02 03:57,11.97447470638188,subscription,Online,0,1,0.05394073256668033,0
H04812,2025-10-02 03:59,13.268020949826692,e-commerce,Online,0,2,0.0867721762360604,0
H04813,2025-10-02 04:03,12.66320314545572,e-commerce,Online,0,1,0.10689573657262058,0
H04814,2025-10-02 04:05,13.111617850466542,e-commerce,Online,0,1,0.1636887776730667,0
H04815,2025-10-02 04:08,11.501672385908988,travel,Online,0,2,0.12668034714806684,0
H04816,2025-10-02 04:10,11.899479548186632,subscription,Online,0,6,0.8340445407571909,1
H04817,2025-10-02 04:15,11.581835666373436,subscription,Online,0,2,0.22536365517835133,0
H04818,2025-10-02 04:19,12.525616691130699,e-commerce,Online,0,3,0.21689722562654398,0
H04819,2025-10-02 04:21,11.993479492517396,retail,Online,0,3,0.20888316356050157,0
H04820,2025-10-02 04:24,12.547002788050001,e-commerce,Online,0,3,0.20250050685646265,0
H04821,2025-10-02 04:29,12.489279720097986,travel,Online,0,3,0.10544135444640755,0
H04822,2025-10-02 04:34,13.258412348267596,subscription,Online,0,3,0.2113028185514727,0
H04823,2025-10-02 04:37,12.934473546506801,retail,Online,0,1,0.06856897554716807,0
H04824,2025-10-02 04:42,11.384273576748736,retail,Online,0,3,0.2267875733481824,0
H04825,2025-10-02 04:46,12.66951102058049,subscription,Jakarta,0,2,0.21772803382655243,0
H04826,2025-10-02 04:52,13.053283359263075,subscription,Online,0,1,0.18477411651914669,0
H04827,2025-10-02 04:55,12.678915988968287,subscription,Bandung,0,2,0.19896663252226882,0
H04828,2025-10-02 04:59,12.84959093528782,retail,Online,0,1,0.23405594930169005,0
H04829,2025-10-02 05:01,12.713034815761441,subscription,Online,0,2,0.20894925924749755,0
H04830,2025-10-02 05:07,13.275324778891797,travel,Bandung,0,2,0.15974707443521882,0
H04831,2025-10-02 05:09,12.927024663850416,e-commerce,Online,0,1,0.24214312665116927,0
H04832,2025-10-02 05:15,12.785835539237379,e-commerce,Online,0,2,0.11373341019343611,0
H04833,2025-10-02 05:19,13.25035193687194,e-commerce,Online,0,1,0.21756011311038775,0
H04834,2025-10-02 05:23,12.227334991232588,subscription,Online,0,1,0.1868937180992073,0
H04835,2025-10-02 05:27,13.049713111511169,travel,Online,0,1,0.2321823135566622,0
H04836,2025-10-02 05:30,13.079364014136265,e-commerce,Online,0,3,0.07646302816224745,0
H04837,2025-10-02 05:31,11.850054628624763,subscription,Online,0,6,0.7701073933441606,1
H04838,2025-10-02 05:32,12.17550518476361,e-commerce,Online,0,6,0.7700928745480792,1
H04839,2025-10-02 05:36,12.266424288914916,subscription,Bandung,0,3,0.1821135845476278,0
H04840,2025-10-02 05:38,13.216035853266964,e-commerce,Online,0,2,0.1458310523428767,0
H04841,2025-10-02 05:40,11.007617921888142,e-commerce,Online,0,1,0.06252944640847383,0
H04842,2025-10-02 05:44,12.264846143308507,travel,Online,0,2,0.1062568776182092,0
H04843,2025-10-02 05:48,12.292277864328257,e-commerce,Online,0,1,0.2129198059214286,0
H04844,2025-10-02 05:54,12.390446262075258,subscription,Online,0,2,0.16083699006326616,0
H04845,2025-10-02 05:56,12.577860314778539,e-commerce,Online,0,3,0.17338970688317423,0
H04846,2025-10-02 05:58,13.050119512875733,e-commerce,Online,0,1,0.04884145288740396,0
H04847,2025-10-02 06:01,12.565556640388515,e-commerce,Online,0,3,0.13167731247921893,0
H04848,2025-10-02 06:07,12.845304676589679,e-commerce,Bandung,0,1,0.22416150029205234,0
H04849,2025-10-02 06:09,11.634895279379435,retail,Online,0,2,0.2262466078956012,0
