transaction_id,timestamp,amount,hashed_merchant_id,hashed_customer_id,location,is_fraud
N02574,2025-09-23 04:39,13.366790811355328,0x54cd...,0x65e4...,Bandung,0
N02575,2025-09-23 04:42,12.630784671000795,0x80fd...,0x2f4e...,Surabaya,0
N02576,2025-09-23 04:44,13.531516343663249,0xfdc8...,0x7733...,Bandung,0
N02577,2025-09-23 04:46,12.748911338911572,0x5709...,0x110e...,Jakarta,0
N02578,2025-09-23 04:47,12.627201106993773,0x5709...,0xd2d3...,International,0
N02579,2025-09-23 04:48,13.412589710478361,0xc7fc...,0xa80e...,International,0
N02580,2025-09-23 04:50,12.182783547552221,0x9132...,0x979b...,Jakarta,0
N02581,2025-09-23 04:52,16.037012919313963,0xfdc8...,0x9185...,International,1
N02582,2025-09-23 04:54,12.91816914824853,0x3f27...,0x819a...,International,0
N02583,2025-09-23 04:57,16.15259166257434,0xfdc8...,0x9185...,International,1
N02584,2025-09-23 04:58,13.374714601360134,0x26a5...,0xe774...,Surabaya,0
N02585,2025-09-23 05:00,15.01570121899475,0xddc0...,0x9185...,International,1
N02586,2025-09-23 05:01,13.481541585561171,0x63ec...,0x523f...,Jakarta,0
N02587,2025-09-23 05:02,12.913349529995926,0xd191...,0x183b...,Jakarta,0
N02588,2025-09-23 05:04,13.458821328209215,0xdd89...,0x94a5...,Jakarta,0
N02589,2025-09-23 05:05,12.938755393517745,0x80fd...,0x4a26...,Surabaya,0
N02590,2025-09-23 05:07,13.148656659459048,0x54cd...,0x65e4...,Jakarta,0
N02591,2025-09-23 05:09,13.382807337729,0x26a5...,0x7ccf...,Jakarta,0
N02592,2025-09-23 05:11,13.200125949080864,0x492a...,0xdbea...,Jakarta,0
N02593,2025-09-23 05:14,11.852471543922416,0x1b38...,0xbb54...,Jakarta,0
N02594,2025-09-23 05:15,11.818164999160343,0x315e...,0x3239...,Surabaya,0
N02595,2025-09-23 05:17,12.260267227110834,0x1648...,0x683f...,Surabaya,0
N02596,2025-09-23 05:20,12.025599379593837,0x1478...,0x769b...,Jakarta,0
N02597,2025-09-23 05:21,16.084566271397314,0xfdc8...,0x558b...,International,1
N02598,2025-09-23 05:23,12.444230909761526,0xf1b2...,0xf495...,Bandung,0
N02599,2025-09-23 05:26,12.5902085617351,0x6a0a...,0xc564...,Bandung,0
N02600,2025-09-23 05:28,12.769782896841205,0x1b38...,0x766a...,Jakarta,0
N02601,2025-09-23 05:29,12.388660833441559,0x315e...,0x3239...,Jakarta,0
N02602,2025-09-23 05:32,13.585122075400934,0xf7c9...,0xbe12...,Jakarta,0
N02603,2025-09-23 05:33,12.05083887937662,0x63ec...,0xbe14...,Bandung,0
N02604,2025-09-23 05:34,12.44256273425178,0x7a12...,0xca91...,Jakarta,0
N02605,2025-09-23 05:36,16.199191188826976,0xddc0...,0x558b...,Jakarta,1
N02606,2025-09-23 05:37,12.02817130516971,0x1478...,0x5980...,Bandung,0
N02607,2025-09-23 05:39,12.61279363136034,0xc7fc...,0xf11a...,Bandung,0
N02608,2025-09-23 05:41,12.425228255566523,0x80fd...,0x7453...,Bandung,0
N02609,2025-09-23 05:44,12.82914601345387,0x63ec...,0xf976...,Jakarta,0
N02610,2025-09-23 05:46,12.312812709173945,0x492a...,0x8180...,Bandung,0
N02611,2025-09-23 05:48,13.653772499977556,0x7a12...,0x523f...,Jakarta,0
N02612,2025-09-23 05:51,13.499525028328858,0x6a0a...,0x766a...,Jakarta,0
N02613,2025-09-23 05:52,13.330506990028256,0x1b38...,0x819a...,Surabaya,0
N02614,2025-09-23 05:54,13.260914151829002,0x1478...,0xcb01...,Surabaya,0
N02615,2025-09-23 05:57,13.39185754818853,0x7bd7...,0x979b...,Surabaya,0
N02616,2025-09-23 05:58,13.65649724132506,0x92aa...,0x523f...,Jakarta,0
N02617,2025-09-23 05:59,12.236597000892713,0xf7c9...,0x45c9...,Surabaya,0
N02618,2025-09-23 06:00,13.171222110651419,0x7280...,0xd2d3...,Jakarta,0
N02619,2025-09-23 06:03,12.445616965945437,0x1478...,0xc792...,Jakarta,0
N02620,2025-09-23 06:05,13.043218433287134,0x3f27...,0x9afd...,Jakarta,0
N02621,2025-09-23 06:06,13.615762436799551,0x6f05...,0x88ae...,Bandung,0
N02622,2025-09-23 06:09,13.312963902105524,0xf1b2...,0xa006...,Jakarta,0
N02623,2025-09-23 06:12,13.317021853825414,0x492a...,0x683f...,Jakarta,0
N02624,2025-09-23 06:13,12.082412372700913,0x1478...,0xbe12...,Jakarta,0
N02625,2025-09-23 06:16,13.5247851927244,0x80fd...,0x9185...,Jakarta,0
N02626,2025-09-23 06:19,13.417745726482298,0xddc0...,0x979b...,Jakarta,0
N02627,2025-09-23 06:22,12.863517516090925,0xf1b2...,0x6775...,Bandung,0
N02628,2025-09-23 06:23,12.812743760341311,0xf7c9...,0x3131...,Jakarta,0
N02629,2025-09-23 06:24,13.238840672062965,0x9132...,0x00b0...,Bandung,0
N02630,2025-09-23 06:26,13.468576587745797,0x5709...,0xe774...,Jakarta,0
N02631,2025-09-23 06:29,16.26275445368357,0xc7fc...,0xa95b...,International,1
N02632,2025-09-23 06:31,13.573693741384442,0xa6f9...,0x766a...,Jakarta,0
N02633,2025-09-23 06:34,12.484953601528884,0xf7c9...,0x0d89...,Jakarta,0
N02634,2025-09-23 06:35,13.387917932095261,0x2f2c...,0x979b...,Surabaya,0
N02635,2025-09-23 06:37,13.540831577687145,0x95bf...,0x2685...,Jakarta,0
N02636,2025-09-23 06:40,13.408445670891853,0xdd89...,0xd2d3...,Surabaya,0
N02637,2025-09-23 06:42,12.813130750922104,0x7280...,0x7733...,Jakarta,0
N02638,2025-09-23 06:45,13.06271315570587,0xa6f9...,0xd2d3...,Jakarta,0
N02639,2025-09-23 06:47,13.067928310709442,0x9ba9...,0xe774...,Jakarta,0
N02640,2025-09-23 06:48,12.757051240069933,0x95bf...,0x2685...,Jakarta,0
N02641,2025-09-23 06:51,12.237547087489919,0x63ec...,0x45c9...,Surabaya,0
N02642,2025-09-23 06:54,12.426785244472509,0xfdc8...,0x558b...,Bandung,0
N02643,2025-09-23 06:57,13.322338194435602,0xc7fc...,0x6775...,Bandung,0
N02644,2025-09-23 06:59,12.54206976930315,0x6f05...,0xdcd6...,Jakarta,0
N02645,2025-09-23 07:01,13.50477682582217,0x9ba9...,0x683f...,Jakarta,0
N02646,2025-09-23 07:02,13.506292917541607,0x9ba9...,0x9cff...,Bandung,0
N02647,2025-09-23 07:04,12.967604846206186,0x63ec...,0x4010...,Bandung,0
N02648,2025-09-23 07:05,12.878414896656931,0x6a0a...,0x2f4e...,Jakarta,0
N02649,2025-09-23 07:06,13.690520866633332,0xdd89...,0x979b...,Bandung,0
N02650,2025-09-23 07:07,11.60987974704288,0x5709...,0xbe12...,Bandung,0
N02651,2025-09-23 07:09,12.631562578469039,0x80fd...,0xbdc8...,Jakarta,0
N02652,2025-09-23 07:12,13.388744180156166,0x7280...,0x819a...,Jakarta,0
N02653,2025-09-23 07:15,13.590446413491199,0x80fd...,0x1b4f...,Surabaya,0
N02654,2025-09-23 07:18,13.054647547295675,0xf1b2...,0x523f...,Jakarta,0
N02655,2025-09-23 07:20,13.425386669267501,0x6a0a...,0x7453...,Jakarta,0
N02656,2025-09-23 07:23,12.52172609588337,0x3f27...,0x5eba...,Surabaya,0
N02657,2025-09-23 07:26,13.643309614554298,0x1478...,0x3131...,International,0
N02658,2025-09-23 07:29,13.24632108823452,0x2f2c...,0x0d89...,Jakarta,0
N02659,2025-09-23 07:31,15.199087229508981,0xddc0...,0x9185...,International,1
N02660,2025-09-23 07:32,12.392784550625422,0x1b38...,0x110e...,Jakarta,0
N02661,2025-09-23 07:34,13.114093274177797,0x5709...,0x558b...,Jakarta,0
N02662,2025-09-23 07:37,13.433418167377852,0x7a12...,0x7f60...,Jakarta,0
N02663,2025-09-23 07:40,12.973345833795484,0x1648...,0x766a...,Surabaya,0
N02664,2025-09-23 07:41,13.67435128978397,0x9132...,0x3131...,International,0
N02665,2025-09-23 07:42,13.545694598451634,0xdd89...,0xd265...,Jakarta,0
N02666,2025-09-23 07:44,12.221783579923096,0xc7fc...,0xc564...,Surabaya,0
N02667,2025-09-23 07:47,13.557116700986928,0xf7c9...,0x110e...,Jakarta,0
N02668,2025-09-23 07:50,15.984002271877557,0xfdc8...,0x2f4e...,Jakarta,1
N02669,2025-09-23 07:53,13.255361627933858,0x1a2b...,0xc439...,Surabaya,0
N02670,2025-09-23 07:54,12.964087199399886,0x9132...,0x5eba...,Jakarta,0
N02671,2025-09-23 07:57,13.40256756000015,0x7280...,0xb79d...,Jakarta,0
N02672,2025-09-23 07:58,13.002563559408935,0x7a12...,0xc564...,Jakarta,0
N02673,2025-09-23 08:01,13.061098425620411,0x95bf...,0xcb01...,Jakarta,0
N02674,2025-09-23 08:04,13.246586078281279,0x1a2b...,0xb322...,Surabaya,0
N02675,2025-09-23 08:06,12.523427591387039,0x1478...,0xc439...,Jakarta,0
N02676,2025-09-23 08:08,12.99753911035873,0x492a...,0x5980...,Jakarta,0
N02677,2025-09-23 08:10,11.849290552994093,0xc7fc...,0x2f4e...,International,0
N02678,2025-09-23 08:12,11.897003491196745,0x54cd...,0xc169...,Jakarta,0
N02679,2025-09-23 08:15,13.342245616416166,0x5709...,0x65e4...,Surabaya,0
N02680,2025-09-23 08:16,12.683858415217964,0x1478...,0x558b...,Jakarta,0
N02681,2025-09-23 08:17,13.3619643592346,0xc7fc...,0xf495...,Jakarta,0
N02682,2025-09-23 08:20,13.470107560551648,0x5709...,0x6f6c...,International,0
N02683,2025-09-23 08:23,13.356978478169387,0xf7c9...,0x88ae...,International,0
N02684,2025-09-23 08:25,12.987097910713489,0x7280...,0x71c5...,Jakarta,0
N02685,2025-09-23 08:26,13.217539002702056,0x95bf...,0x94a5...,Bandung,0
N02686,2025-09-23 08:29,13.495708793657135,0x9132...,0x2685...,Jakarta,0
N02687,2025-09-23 08:32,12.831799824137958,0x492a...,0x5eba...,Jakarta,0
N02688,2025-09-23 08:33,12.98064311877898,0x5709...,0x5eba...,Jakarta,0
N02689,2025-09-23 08:35,12.590075750339006,0x7280...,0x2659...,Jakarta,0
N02690,2025-09-23 08:37,12.471566622718115,0x7280...,0x769b...,Jakarta,0
N02691,2025-09-23 08:40,11.935339459123032,0x3f27...,0x94a5...,International,0
N02692,2025-09-23 08:43,11.961462833849367,0xf7c9...,0xbdc8...,Jakarta,0
N02693,2025-09-23 08:45,12.294115573621307,0x95bf...,0x819a...,Jakarta,0
N02694,2025-09-23 08:48,13.480228013378765,0x7280...,0x183b...,Bandung,0
N02695,2025-09-23 08:50,13.309073623132742,0x6f05...,0xbe12...,Jakarta,0
N02696,2025-09-23 08:52,12.046643056748506,0x7bd7...,0x1eac...,Jakarta,0
N02697,2025-09-23 08:55,13.479279492259018,0xf7c9...,0x69de...,Bandung,0
N02698,2025-09-23 08:57,14.967534063305003,0xc7fc...,0x9185...,International,1
N02699,2025-09-23 08:59,13.624469900042662,0x54cd...,0xbe12...,Jakarta,0
N02700,2025-09-23 09:01,13.681795148409675,0x7a12...,0x766a...,International,0
N02701,2025-09-23 09:02,12.026551164861537,0x9132...,0xee14...,Surabaya,0
N02702,2025-09-23 09:03,13.159098311258946,0x54cd...,0xc792...,Jakarta,0
N02703,2025-09-23 09:04,13.529455161757014,0xddc0...,0x523f...,International,0
N02704,2025-09-23 09:07,12.582908485912363,0x315e...,0xd2d3...,Surabaya,0
N02705,2025-09-23 09:09,13.267218414880269,0xf7c9...,0xa006...,Jakarta,0
N02706,2025-09-23 09:12,12.059044870809243,0x1478...,0xf11a...,International,0
N02707,2025-09-23 09:14,12.739796101499646,0x1478...,0x3355...,Jakarta,0
N02708,2025-09-23 09:15,13.691967967871545,0x1a2b...,0xb79d...,International,0
N02709,2025-09-23 09:17,13.43078146493976,0x92aa...,0x766a...,Jakarta,0
N02710,2025-09-23 09:18,12.640957387620377,0xf1b2...,0x6775...,Jakarta,0
N02711,2025-09-23 09:19,13.700642768844412,0x9ba9...,0x4770...,Jakarta,0
N02712,2025-09-23 09:21,12.476481389311498,0x1b38...,0x3131...,Jakarta,0
N02713,2025-09-23 09:22,12.908018503946465,0x2f2c...,0x6327...,Jakarta,0
N02714,2025-09-23 09:24,13.028957782725742,0x63ec...,0x872d...,Surabaya,0
N02715,2025-09-23 09:27,13.30793132562934,0x1648...,0x5980...,Jakarta,0
N02716,2025-09-23 09:28,12.643727396389297,0xc7fc...,0xcb01...,Jakarta,0
N02717,2025-09-23 09:31,12.64001830487323,0x7bd7...,0x979b...,Bandung,0
N02718,2025-09-23 09:33,13.363888939573712,0x7bd7...,0xe4db...,Bandung,0
N02719,2025-09-23 09:34,15.32097321704375,0xfdc8...,0x2f4e...,International,1
N02720,2025-09-23 09:35,12.273595770802443,0x26a5...,0x110e...,Jakarta,0
N02721,2025-09-23 09:36,12.29822329381283,0x7a12...,0x872d...,Bandung,0
N02722,2025-09-23 09:37,12.80079354628519,0x7bd7...,0x12ca...,Jakarta,0
N02723,2025-09-23 09:38,11.741836353178499,0x5709...,0x2f4e...,Jakarta,0
N02724,2025-09-23 09:41,11.760425962789155,0x1b38...,0x819a...,International,0
N02725,2025-09-23 09:44,13.428448568885521,0xf1b2...,0x55af...,Jakarta,0
N02726,2025-09-23 09:46,13.186304845341105,0x315e...,0xdbea...,Surabaya,0
N02727,2025-09-23 09:49,12.286582936177444,0xd191...,0x6327...,Jakarta,0
N02728,2025-09-23 09:50,12.625572142602142,0x6a0a...,0x16cb...,International,0
N02729,2025-09-23 09:52,13.370814376649163,0xdd89...,0xbe12...,Jakarta,0
N02730,2025-09-23 09:53,13.516570686962494,0x7bd7...,0x683f...,Bandung,0
N02731,2025-09-23 09:55,15.534907735579518,0xc7fc...,0x9185...,International,1
N02732,2025-09-23 09:57,12.52070453726105,0xdd89...,0x183b...,Jakarta,0
N02733,2025-09-23 10:00,13.563555924795944,0x54cd...,0x4a26...,Jakarta,0
N02734,2025-09-23 10:03,12.997602553509155,0xfdc8...,0x55af...,Jakarta,0
N02735,2025-09-23 10:05,12.734265580675109,0x7a12...,0xc792...,Surabaya,0
N02736,2025-09-23 10:06,13.238538009161251,0x54cd...,0xd598...,Bandung,0
N02737,2025-09-23 10:07,12.203694820744209,0x95bf...,0x7ccf...,Surabaya,0
N02738,2025-09-23 10:08,13.062105813214,0x9ba9...,0x8180...,Jakarta,0
N02739,2025-09-23 10:10,13.026847576461426,0x7a12...,0x1b4f...,Jakarta,0
N02740,2025-09-23 10:12,13.265067075526494,0x92aa...,0x00b0...,Jakarta,0
N02741,2025-09-23 10:15,15.992935068001037,0xc7fc...,0x558b...,International,1
N02742,2025-09-23 10:16,11.915426183614377,0x95bf...,0x4a40...,Jakarta,0
N02743,2025-09-23 10:18,12.896232869573748,0x80fd...,0xd265...,Jakarta,0
N02744,2025-09-23 10:19,13.695369118458512,0x492a...,0x9cff...,Jakarta,0
N02745,2025-09-23 10:21,13.22682789177286,0x1a2b...,0x9311...,Jakarta,0
N02746,2025-09-23 10:23,13.196039399138042,0x2f2c...,0xc564...,Jakarta,0
N02747,2025-09-23 10:26,13.330154480669707,0x5709...,0xbe12...,Bandung,0
N02748,2025-09-23 10:28,13.135176932049983,0x1b38...,0x1b4f...,International,0
N02749,2025-09-23 10:29,12.523289248084273,0xf7c9...,0x4010...,Jakarta,0
N02750,2025-09-23 10:32,15.180185392225155,0xfdc8...,0x558b...,International,1
N02751,2025-09-23 10:34,12.549084168621254,0x54cd...,0xf495...,Jakarta,0
N02752,2025-09-23 10:36,13.324598666433191,0x1b38...,0xd598...,Surabaya,0
N02753,2025-09-23 10:38,13.583293466303735,0xd191...,0x6775...,Bandung,0
N02754,2025-09-23 10:39,15.088706487266792,0xc7fc...,0x9185...,International,1
N02755,2025-09-23 10:42,13.659921677755802,0x492a...,0xb322...,Jakarta,0
N02756,2025-09-23 10:43,12.398088724883587,0x492a...,0x8180...,Bandung,0
N02757,2025-09-23 10:44,13.327680172103594,0x54cd...,0xee14...,Surabaya,0
N02758,2025-09-23 10:47,12.065792819076202,0xf1b2...,0x540d...,Jakarta,0
N02759,2025-09-23 10:49,13.209382921027279,0x95bf...,0xee14...,Bandung,0
N02760,2025-09-23 10:52,12.416471324896019,0xd191...,0x8180...,Jakarta,0
N02761,2025-09-23 10:55,13.347838608239826,0x26a5...,0x872d...,International,0
N02762,2025-09-23 10:58,12.796907437945736,0x315e...,0xc792...,International,0
N02763,2025-09-23 11:01,15.259567095067508,0xc7fc...,0x2f4e...,International,1
N02764,2025-09-23 11:04,13.583341398109399,0x315e...,0x45c9...,Surabaya,0
N02765,2025-09-23 11:06,15.517059720898025,0xc7fc...,0x9185...,International,1
N02766,2025-09-23 11:09,12.373555484418956,0x7280...,0x7f60...,Jakarta,0
N02767,2025-09-23 11:10,12.494543157082145,0x6f05...,0x19d7...,Jakarta,0
N02768,2025-09-23 11:13,11.777341469333015,0x6a0a...,0x4498...,Jakarta,0
N02769,2025-09-23 11:14,13.362552818526739,0x7bd7...,0x7ccf...,Jakarta,0
N02770,2025-09-23 11:16,13.610679553739706,0x5709...,0x3239...,Jakarta,0
N02771,2025-09-23 11:18,12.533853651156349,0x1648...,0x9afd...,Bandung,0
N02772,2025-09-23 11:21,13.041454794969415,0xdd89...,0x0d89...,Jakarta,0
N02773,2025-09-23 11:22,13.406991792185709,0x26a5...,0x8180...,Surabaya,0
N02774,2025-09-23 11:23,15.221197168069036,0xddc0...,0x558b...,International,1
N02775,2025-09-23 11:26,13.462753642802438,0x3f27...,0x2659...,International,0
N02776,2025-09-23 11:28,13.46346346043472,0x95bf...,0xca91...,Jakarta,0
N02777,2025-09-23 11:31,13.448550041270801,0x80fd...,0x4498...,Surabaya,0
N02778,2025-09-23 11:34,13.417647481056212,0x492a...,0x12ca...,Jakarta,0
N02779,2025-09-23 11:37,13.001232493954117,0xa6f9...,0xa006...,Jakarta,0
N02780,2025-09-23 11:39,12.935703624229147,0x54cd...,0xc169...,Surabaya,0
N02781,2025-09-23 11:40,15.761885027777447,0xfdc8...,0x9185...,International,1
N02782,2025-09-23 11:43,15.764475749905886,0xc7fc...,0x9185...,International,1
N02783,2025-09-23 11:44,13.268005389539656,0xd191...,0x9311...,Surabaya,0
N02784,2025-09-23 11:47,11.743449711817181,0x9132...,0xdbea...,Bandung,0
N02785,2025-09-23 11:50,13.424319587884803,0xc7fc...,0xf495...,Jakarta,0
N02786,2025-09-23 11:52,13.278132175942526,0x26a5...,0xd598...,Surabaya,0
N02787,2025-09-23 11:53,13.120764099240477,0xc7fc...,0x766a...,Bandung,0
N02788,2025-09-23 11:55,12.743568437429111,0xd191...,0x523f...,Jakarta,0
N02789,2025-09-23 11:56,13.13396580813517,0x92aa...,0xf11a...,Jakarta,0
N02790,2025-09-23 11:58,13.318517159683463,0xfdc8...,0xe4db...,Jakarta,0
N02791,2025-09-23 12:00,13.380915770528157,0x80fd...,0x9185...,Surabaya,0
N02792,2025-09-23 12:02,15.320201766319672,0xddc0...,0x9185...,International,1
N02793,2025-09-23 12:03,12.372099664480334,0x9132...,0xe774...,Jakarta,0
N02794,2025-09-23 12:06,11.814998489157372,0xa6f9...,0x6327...,Jakarta,0
N02795,2025-09-23 12:07,13.340669647917794,0xddc0...,0x9afd...,Bandung,0
N02796,2025-09-23 12:10,12.347372535092827,0xf1b2...,0xcb01...,Jakarta,0
N02797,2025-09-23 12:11,12.294930233888975,0xd191...,0x872d...,Jakarta,0
N02798,2025-09-23 12:13,12.675535503585522,0x80fd...,0x4331...,International,0
N02799,2025-09-23 12:16,13.429655411534638,0x7a12...,0xc792...,International,0
N02800,2025-09-23 12:18,11.918697192732449,0x26a5...,0x7f60...,Jakarta,0
N02801,2025-09-23 12:19,12.926667177486415,0x26a5...,0xca91...,International,0
N02802,2025-09-23 12:21,12.12518249554548,0x95bf...,0x00b0...,Jakarta,0
N02803,2025-09-23 12:23,15.960853597756419,0xc7fc...,0x2f4e...,International,1
N02804,2025-09-23 12:26,13.47263848601443,0x315e...,0xc169...,Bandung,0
N02805,2025-09-23 12:28,15.717181272554896,0xddc0...,0x2f4e...,International,1
N02806,2025-09-23 12:31,12.67311251216719,0x1b38...,0xba46...,Bandung,0
N02807,2025-09-23 12:33,13.057118473503856,0xc7fc...,0x9311...,Jakarta,0
N02808,2025-09-23 12:34,13.051133720462648,0x54cd...,0xd265...,Jakarta,0
N02809,2025-09-23 12:36,12.362110115677131,0x6f05...,0xc169...,Bandung,0
N02810,2025-09-23 12:39,13.067463587422667,0x3f27...,0xca91...,Jakarta,0
N02811,2025-09-23 12:40,16.030502468389006,0xddc0...,0x9185...,International,1
N02812,2025-09-23 12:42,12.5306747095809,0xf7c9...,0x6327...,Jakarta,0
N02813,2025-09-23 12:43,12.207067150845788,0xa6f9...,0x16cb...,Bandung,0
N02814,2025-09-23 12:46,15.521273589522949,0xddc0...,0x558b...,International,1
N02815,2025-09-23 12:48,15.982099738183047,0xfdc8...,0x9185...,International,1
N02816,2025-09-23 12:51,12.700564598207988,0x54cd...,0xdbea...,Jakarta,0
N02817,2025-09-23 12:54,12.123782831670258,0x1a2b...,0x4010...,Jakarta,0
N02818,2025-09-23 12:57,12.032760382893807,0x492a...,0x1eac...,Jakarta,0
N02819,2025-09-23 12:59,13.511929429359114,0xfdc8...,0x00b0...,Jakarta,0
N02820,2025-09-23 13:02,12.232178892614654,0x7280...,0x19d7...,Jakarta,0
N02821,2025-09-23 13:04,12.69352318837963,0x492a...,0xbb54...,Surabaya,0
N02822,2025-09-23 13:07,13.472683572630054,0xd191...,0xba46...,Surabaya,0
N02823,2025-09-23 13:10,15.459458490253075,0xddc0...,0x558b...,International,1
N02824,2025-09-23 13:11,11.694688532504752,0x1648...,0x110e...,Bandung,0
N02825,2025-09-23 13:14,12.372074253457031,0x7280...,0x55af...,International,0
N02826,2025-09-23 13:17,13.075122911831503,0x92aa...,0x9cff...,International,0
N02827,2025-09-23 13:20,12.851302405968784,0x7a12...,0x9185...,International,0
N02828,2025-09-23 13:21,13.700256820933614,0x6f05...,0xc169...,Jakarta,0
N02829,2025-09-23 13:23,12.159808787560294,0x1b38...,0xca91...,Bandung,0
N02830,2025-09-23 13:24,11.704173726580704,0x315e...,0x9cff...,Bandung,0
N02831,2025-09-23 13:27,13.200555142370577,0xddc0...,0xd598...,Jakarta,0
N02832,2025-09-23 13:30,13.673007612469952,0xfdc8...,0xc564...,Jakarta,0
N02833,2025-09-23 13:32,11.54018064503668,0x492a...,0xbe14...,Jakarta,0
N02834,2025-09-23 13:33,13.545133879668846,0x1478...,0xdbea...,Jakarta,0
N02835,2025-09-23 13:35,13.70397322722319,0x1648...,0xbe14...,Jakarta,0
N02836,2025-09-23 13:37,12.978486078554159,0xd191...,0xc439...,Jakarta,0
N02837,2025-09-23 13:40,12.978548432700325,0x7bd7...,0xdbea...,Jakarta,0
N02838,2025-09-23 13:41,13.703483425270068,0x1478...,0xca91...,Jakarta,0
N02839,2025-09-23 13:43,13.310597420949886,0x6f05...,0x0d89...,International,0
N02840,2025-09-23 13:45,16.223822209614234,0xc7fc...,0x2f4e...,International,1
N02841,2025-09-23 13:48,12.705103989413454,0x80fd...,0xba46...,Jakarta,0
N02842,2025-09-23 13:49,13.647437408776646,0xfdc8...,0xf495...,Jakarta,0
N02843,2025-09-23 13:52,12.620163775638268,0x492a...,0x2659...,Jakarta,0
N02844,2025-09-23 13:55,12.934019724131845,0x5709...,0x9cff...,Jakarta,0
N02845,2025-09-23 13:57,13.563077218221059,0x3f27...,0x6f6c...,International,0
N02846,2025-09-23 13:58,13.139131994979566,0x9ba9...,0x0d89...,Bandung,0
N02847,2025-09-23 13:59,13.468145004017872,0x3f27...,0x00b0...,Jakarta,0
N02848,2025-09-23 14:00,15.860505571909743,0xfdc8...,0x9185...,Bandung,1
N02849,2025-09-23 14:03,13.328782247682078,0x2f2c...,0xb643...,Jakarta,0
N02850,2025-09-23 14:06,12.34633011728428,0x1478...,0x6327...,Jakarta,0
N02851,2025-09-23 14:07,13.46146643609071,0x9ba9...,0x12ca...,Jakarta,0
N02852,2025-09-23 14:10,13.270441944929075,0xa6f9...,0x94a4...,Jakarta,0
N02853,2025-09-23 14:12,12.389439489154782,0x492a...,0x71c5...,Bandung,0
N02854,2025-09-23 14:15,12.147139716993433,0x3f27...,0xd598...,Jakarta,0
N02855,2025-09-23 14:16,13.649779416008197,0x7bd7...,0x6f6c...,Jakarta,0
N02856,2025-09-23 14:17,12.126585616771841,0xddc0...,0xe774...,Bandung,0
N02857,2025-09-23 14:20,13.047202235477345,0x9ba9...,0xc564...,Jakarta,0
N02858,2025-09-23 14:22,13.696840754245287,0xfdc8...,0xdcd6...,Surabaya,0
N02859,2025-09-23 14:25,13.586059657075397,0x6a0a...,0x94a5...,International,0
N02860,2025-09-23 14:28,13.555846943456594,0xfdc8...,0xbdc8...,Jakarta,0
N02861,2025-09-23 14:29,13.44277301267647,0x1648...,0x00b0...,Jakarta,0
N02862,2025-09-23 14:31,13.085251159811152,0x9132...,0xa95b...,Jakarta,0
N02863,2025-09-23 14:34,12.70301635990676,0x6f05...,0xcb01...,Jakarta,0
N02864,2025-09-23 14:35,15.978731624404158,0xddc0...,0x2f4e...,International,1
N02865,2025-09-23 14:38,13.227541076352198,0x2f2c...,0xdbea...,Jakarta,0
N02866,2025-09-23 14:39,12.940121817410544,0x1b38...,0x819a...,Jakarta,0
N02867,2025-09-23 14:40,13.680053884604204,0x9132...,0xd598...,Bandung,0
N02868,2025-09-23 14:42,12.88901291232237,0x1648...,0xba46...,Bandung,0
N02869,2025-09-23 14:43,11.772755752397206,0x54cd...,0xbe12...,Jakarta,0
N02870,2025-09-23 14:45,15.834224308443398,0xddc0...,0x558b...,International,1
N02871,2025-09-23 14:47,12.997221834217045,0x6a0a...,0xbe14...,Jakarta,0
N02872,2025-09-23 14:48,13.301641975759443,0x80fd...,0xbe12...,Jakarta,0
N02873,2025-09-23 14:51,15.724605110681267,0xfdc8...,0x2f4e...,Jakarta,1
N02874,2025-09-23 14:52,13.311193706111109,0x54cd...,0x12ca...,Jakarta,0
N02875,2025-09-23 14:54,15.067409152996511,0xc7fc...,0xa95b...,Jakarta,1
N02876,2025-09-23 14:55,12.61700942337986,0x80fd...,0x19d7...,Surabaya,0
N02877,2025-09-23 14:56,12.77799242792176,0x6f05...,0x5980...,Jakarta,0
N02878,2025-09-23 14:57,13.678628414983493,0x9132...,0x4010...,Surabaya,0
N02879,2025-09-23 14:58,13.457340210752918,0xfdc8...,0xc564...,Jakarta,0
N02880,2025-09-23 15:00,15.311063502394838,0xfdc8...,0x2f4e...,International,1
N02881,2025-09-23 15:02,13.63286334815113,0x3f27...,0x3131...,International,0
N02882,2025-09-23 15:03,16.150053708605707,0xfdc8...,0xa95b...,Jakarta,1
N02883,2025-09-23 15:04,13.180826606269449,0xc7fc...,0x55af...,Jakarta,0
N02884,2025-09-23 15:05,13.514433843156072,0x80fd...,0xdcd6...,Surabaya,0
N02885,2025-09-23 15:07,13.663021164103677,0x5709...,0x8180...,Bandung,0
N02886,2025-09-23 15:10,13.225571378063066,0x2f2c...,0xf11a...,Surabaya,0
N02887,2025-09-23 15:11,16.06264488414126,0xfdc8...,0xa95b...,International,1
N02888,2025-09-23 15:12,13.005112450153154,0x54cd...,0x4010...,Jakarta,0
N02889,2025-09-23 15:15,15.07490690544523,0xddc0...,0xa95b...,Jakarta,1
N02890,2025-09-23 15:18,13.399238767438584,0xf7c9...,0xc439...,Jakarta,0
N02891,2025-09-23 15:21,12.044553216365482,0x26a5...,0x9cff...,Jakarta,0
N02892,2025-09-23 15:22,13.069517299124255,0x54cd...,0x2659...,Bandung,0
