transaction_id,timestamp,transaction_value,merchant_type,location,is_international,transaction_frequency_24h,is_fraud
G04089,2025-10-05 21:54,err_1267581,groceries,Jakarta,0,1,0
G04090,2025-10-05 22:03,642829,groceries,,0,3,0
G04091,2025-10-05 22:10,895727,retail,Online,0,2,0
G04092,2025-10-05 22:19,499163,groceries,Jakarta,0,3,0
G04093,2025-10-05 22:24,244843,retail,Bekasi,0,3,0
G04094,2025-10-05 22:29,1090723,retail,Online,0,1,0
G04095,2025-10-05 22:35,250505,retail,,0,3,0
G04096,2025-10-05 22:40,778285,groceries,Bekasi,0,3,0
G04097,2025-10-05 22:43,415546,electronics,Bekasi,0,1,0
G04098,2025-10-05 22:50,1391572,retail,Bandung,0,2,0
G04099,2025-10-05 22:53,753584,groceries,,0,3,0
G04100,2025-10-05 22:56,400832,retail,Bandung,0,1,0
G04101,2025-10-05 23:02,1439843,retail,Bekasi,0,1,0
G04102,2025-10-05 23:07,1078828,groceries,Online,0,2,0
G04103,2025-10-05 23:11,386727,retail,,0,3,0
G04104,2025-10-05 23:19,628767,e-commerce,Bekasi,0,1,0
G04105,2025-10-05 23:28,877376,electronics,Online,0,3,0
G04106,2025-10-05 23:34,1199640,groceries,Bekasi,0,3,0
G04107,2025-10-05 23:39,1497395,e-commerce,Bandung,0,1,0
G04108,2025-10-05 23:43,1285086,retail,Online,0,1,0
G04109,2025-10-05 23:51,168600,groceries,Online,0,2,0
G04110,2025-10-05 23:55,_--_792841,groceries,Online,0,2,0
G04111,2025-10-06 00:02,213426,e-commerce,Bandung,0,1,0
G04112,2025-10-06 00:07,557885,e-commerce,Jakarta,0,1,0
G04113,2025-10-06 00:10,514381,retail,Online,0,2,0
G04114,2025-10-06 00:17,509244,e-commerce,Online,0,3,0
G04115,2025-10-06 00:23,453950,e-commerce,Jakarta,0,2,0
G04116,2025-10-06 00:28,690092,groceries,Online,0,3,0
G04117,2025-10-06 00:35,823111,groceries,Bandung,0,3,0
G04118,2025-10-06 00:41,1438775,e-commerce,Online,0,2,0
G04119,2025-10-06 00:49,717610,groceries,Online,0,3,0
G04120,2025-10-06 00:52,181831,groceries,,0,2,0
G04121,2025-10-06 00:58,937918,e-commerce,Jakarta,0,3,0
G04122,2025-10-06 01:03,555761,retail,,0,3,0
G04123,2025-10-06 01:08,348554,retail,Online,0,3,0
G04124,2025-10-06 01:12,1055203,retail,Bekasi,0,1,0
G04125,2025-10-06 01:18,1075887,retail,,0,1,0
G04126,2025-10-06 01:25,621089,electronics,Bekasi,0,3,0
G04127,2025-10-06 01:33,439836,electronics,Bandung,0,3,0
G04128,2025-10-06 01:38,811557,groceries,,0,2,0
G04129,2025-10-06 01:42,760189,retail,Online,0,1,0
G04130,2025-10-06 01:49,1458671,retail,Online,0,3,0
G04131,2025-10-06 01:54,195022,retail,Bandung,0,2,0
G04132,2025-10-06 01:59,broken_392199,groceries,Bekasi,0,1,0
G04133,2025-10-06 02:05,badval_1227111,e-commerce,Online,0,2,0
G04134,2025-10-06 02:12,1430218,electronics,Jakarta,0,1,0
G04135,2025-10-06 02:18,996594,retail,Bandung,0,1,0
G04136,2025-10-06 02:19,413801,e-commerce,Bandung,0,6,1
G04137,2025-10-06 02:28,431843,retail,,0,3,0
G04138,2025-10-06 02:35,__1289640,groceries,Bekasi,0,1,0
G04139,2025-10-06 02:44,962364,retail,,0,2,0
G04140,2025-10-06 02:53,700883,e-commerce,Jakarta,0,1,0
G04141,2025-10-06 02:58,739959,groceries,Jakarta,0,2,0
G04142,2025-10-06 03:03,350704,e-commerce,,0,3,0
G04143,2025-10-06 03:06,823440,e-commerce,Online,0,4,1
G04144,2025-10-06 03:15,215621,e-commerce,Bandung,0,1,0
G04145,2025-10-06 03:18,1478022,e-commerce,Bandung,0,2,0
G04146,2025-10-06 03:24,376271,e-commerce,Bekasi,0,1,0
G04147,2025-10-06 03:26,5206153,electronics,Dubai,0,5,1
G04148,2025-10-06 03:30,247805,retail,Online,0,1,0
G04149,2025-10-06 03:34,811643,travel,Bandung,0,2,0
G04150,2025-10-06 03:39,226125,groceries,Online,0,2,0
G04151,2025-10-06 03:42,498331,groceries,Bekasi,0,3,0
G04152,2025-10-06 03:47,1228588,retail,Bekasi,0,2,0
G04153,2025-10-06 03:56,1162070,retail,Bandung,0,3,0
G04154,2025-10-06 04:05,612562,groceries,Online,0,1,0
G04155,2025-10-06 04:14,196525,groceries,Jakarta,0,3,0
G04156,2025-10-06 04:15,broken_616453,e-commerce,Bandung,0,5,1
G04157,2025-10-06 04:24,885176,retail,Jakarta,0,3,0
G04158,2025-10-06 04:32,779963,groceries,Online,0,3,0
G04159,2025-10-06 04:41,1307078,electronics,Jakarta,0,1,0
G04160,2025-10-06 04:50,broken_802363,e-commerce,Bandung,0,1,0
G04161,2025-10-06 04:54,675536,retail,,0,1,0
G04162,2025-10-06 05:01,_--_994545,electronics,Online,0,3,0
G04163,2025-10-06 05:04,1281160,retail,Bandung,0,2,0
G04164,2025-10-06 05:09,1253259,groceries,Bekasi,0,2,0
G04165,2025-10-06 05:12,348302,travel,Jakarta,0,2,0
G04166,2025-10-06 05:21,715239,retail,,0,2,0
G04167,2025-10-06 05:23,515040,e-commerce,Bekasi,0,5,1
G04168,2025-10-06 05:32,1240855,retail,,0,3,0
G04169,2025-10-06 05:41,1218460,groceries,,0,1,0
G04170,2025-10-06 05:49,305650,retail,Online,0,3,0
G04171,2025-10-06 05:58,677982,electronics,Online,0,2,0
G04172,2025-10-06 06:03,1273255,retail,Online,0,2,0
G04173,2025-10-06 06:10,326347,retail,Bandung,0,3,0
G04174,2025-10-06 06:13,1118910,retail,Jakarta,0,2,0
G04175,2025-10-06 06:22,852570,retail,Online,0,1,0
G04176,2025-10-06 06:27,1133568,groceries,Bekasi,0,1,0
G04177,2025-10-06 06:36,1055075,retail,,0,3,0
G04178,2025-10-06 06:45,277961,electronics,Bandung,0,2,0
G04179,2025-10-06 06:53,broken_324050,e-commerce,Bandung,0,2,0
G04180,2025-10-06 07:02,604567,groceries,Jakarta,0,3,0
G04181,2025-10-06 07:11,1409785,retail,Online,0,1,0
G04182,2025-10-06 07:14,1414789,travel,Jakarta,0,1,0
G04183,2025-10-06 07:23,1179647,retail,Bekasi,0,2,0
G04184,2025-10-06 07:26,473641,electronics,Online,0,3,0
G04185,2025-10-06 07:31,1434702,retail,Jakarta,0,1,0
G04186,2025-10-06 07:39,1118475,e-commerce,Online,0,3,0
G04187,2025-10-06 07:42,553978,e-commerce,Jakarta,0,3,0
G04188,2025-10-06 07:51,1110076,groceries,Bandung,0,1,0
G04189,2025-10-06 07:55,735130,retail,Jakarta,0,1,0
G04190,2025-10-06 08:02,_--_795677,retail,Jakarta,0,3,0
G04191,2025-10-06 08:11,474147,groceries,Bekasi,0,1,0
G04192,2025-10-06 08:16,1018464,electronics,Bandung,0,3,0
G04193,2025-10-06 08:20,519607,retail,,0,3,0
G04194,2025-10-06 08:28,err_1396233,groceries,Bandung,0,1,0
G04195,2025-10-06 08:32,346137,retail,Bekasi,0,1,0
G04196,2025-10-06 08:38,489766,retail,Online,0,2,0
G04197,2025-10-06 08:45,319068,retail,Online,0,2,0
G04198,2025-10-06 08:50,475129,electronics,Bandung,0,3,0
G04199,2025-10-06 08:53,1055558,groceries,Online,0,2,0
G04200,2025-10-06 08:59,1426702,e-commerce,,0,3,0
G04201,2025-10-06 09:08,361873,e-commerce,,0,1,0
G04202,2025-10-06 09:16,450876,retail,Online,0,1,0
G04203,2025-10-06 09:21,err_330137,groceries,Online,0,1,0
G04204,2025-10-06 09:30,1240809,electronics,Bekasi,0,2,0
G04205,2025-10-06 09:39,871690,e-commerce,Jakarta,0,1,0
G04206,2025-10-06 09:43,641103,e-commerce,Online,0,3,0
G04207,2025-10-06 09:49,1100397,groceries,,0,3,0
G04208,2025-10-06 09:53,264394,retail,Jakarta,0,3,0
G04209,2025-10-06 09:59,1200351,retail,Bekasi,0,3,0
G04210,2025-10-06 10:02,278128,retail,Online,0,1,0
G04211,2025-10-06 10:08,933322,e-commerce,,0,3,0
G04212,2025-10-06 10:17,192302,retail,Online,0,2,0
G04213,2025-10-06 10:23,badval_422107,retail,Jakarta,0,3,0
G04214,2025-10-06 10:28,993418,retail,Bekasi,0,3,0
G04215,2025-10-06 10:31,_--_923860,electronics,,0,2,0
G04216,2025-10-06 10:34,_--_754460,retail,Online,0,1,0
G04217,2025-10-06 10:42,994826,groceries,Bandung,0,3,0
G04218,2025-10-06 10:50,1279478,retail,Online,0,2,0
G04219,2025-10-06 10:57,498431,retail,Bandung,0,2,0
G04220,2025-10-06 11:05,1462630,e-commerce,Online,0,2,0
G04221,2025-10-06 11:09,345055,retail,Jakarta,0,3,0
G04222,2025-10-06 11:11,716472,e-commerce,,0,4,1
G04223,2025-10-06 11:17,1399628,e-commerce,Jakarta,0,1,0
G04224,2025-10-06 11:23,727753,groceries,Online,0,3,0
G04225,2025-10-06 11:31,279528,groceries,Bandung,0,2,0
G04226,2025-10-06 11:37,699213,e-commerce,Jakarta,0,1,0
G04227,2025-10-06 11:46,524194,retail,,0,2,0
G04228,2025-10-06 11:55,err_932217,groceries,Bekasi,0,3,0
G04229,2025-10-06 12:00,462455,retail,Bandung,0,3,0
G04230,2025-10-06 12:08,badval_241279,retail,Online,0,1,0
G04231,2025-10-06 12:15,1354178,e-commerce,Online,0,2,0
G04232,2025-10-06 12:18,err_9313609,electronics,Dubai,0,5,1
G04233,2025-10-06 12:25,827645,retail,Online,0,2,0
G04234,2025-10-06 12:34,1299210,travel,Online,0,2,0
G04235,2025-10-06 12:37,1441382,groceries,Online,0,1,0
G04236,2025-10-06 12:42,1392152,retail,Jakarta,0,1,0
G04237,2025-10-06 12:46,1268095,retail,Bekasi,0,3,0
G04238,2025-10-06 12:52,badval_209203,e-commerce,,0,3,0
G04239,2025-10-06 13:01,1169076,retail,Bekasi,0,2,0
G04240,2025-10-06 13:05,1390290,retail,Online,0,3,0
G04241,2025-10-06 13:11,388652,travel,Bekasi,0,3,0
G04242,2025-10-06 13:20,239529,groceries,Online,0,2,0
G04243,2025-10-06 13:24,614877,groceries,Jakarta,0,2,0
G04244,2025-10-06 13:33,1261668,e-commerce,Bekasi,0,1,0
G04245,2025-10-06 13:40,1257365,retail,Bandung,0,1,0
G04246,2025-10-06 13:48,938631,groceries,,0,2,0
G04247,2025-10-06 13:52,1477766,retail,Bekasi,0,2,0
G04248,2025-10-06 13:54,731587,e-commerce,Online,0,6,1
G04249,2025-10-06 14:02,1335193,retail,,0,1,0
G04250,2025-10-06 14:05,1325502,retail,Bekasi,0,1,0
G04251,2025-10-06 14:14,1430356,e-commerce,Bandung,0,1,0
G04252,2025-10-06 14:18,544283,retail,Bandung,0,3,0
G04253,2025-10-06 14:25,1016497,retail,Bandung,0,3,0
G04254,2025-10-06 14:34,522386,travel,Jakarta,0,1,0
G04255,2025-10-06 14:41,801803,groceries,Online,0,3,0
G04256,2025-10-06 14:49,1446636,retail,Jakarta,0,3,0
G04257,2025-10-06 14:51,434231,e-commerce,Bekasi,0,4,1
G04258,2025-10-06 14:54,1188043,retail,Jakarta,0,2,0
G04259,2025-10-06 15:00,_--_768963,groceries,Jakarta,0,2,0
G04260,2025-10-06 15:08,150671,retail,,0,1,0
G04261,2025-10-06 15:16,359074,electronics,Bekasi,0,1,0
G04262,2025-10-06 15:19,1057571,groceries,Bandung,0,3,0
G04263,2025-10-06 15:25,562778,groceries,Jakarta,0,1,0
G04264,2025-10-06 15:31,571219,electronics,Jakarta,0,1,0
G04265,2025-10-06 15:34,272005,retail,Online,0,3,0
G04266,2025-10-06 15:41,1258383,groceries,,0,3,0
G04267,2025-10-06 15:47,269556,groceries,Bekasi,0,3,0
G04268,2025-10-06 15:50,_--_875604,groceries,,0,1,0
G04269,2025-10-06 15:53,570976,retail,Bekasi,0,3,0
G04270,2025-10-06 16:01,1373582,retail,Jakarta,0,1,0
G04271,2025-10-06 16:06,1049269,retail,Online,0,1,0
G04272,2025-10-06 16:10,242268,retail,Bandung,0,3,0
G04273,2025-10-06 16:19,978508,groceries,Online,0,1,0
G04274,2025-10-06 16:24,373543,e-commerce,Bandung,0,2,0
G04275,2025-10-06 16:30,__905275,e-commerce,Bekasi,0,1,0
G04276,2025-10-06 16:33,679061,e-commerce,Bekasi,0,5,1
G04277,2025-10-06 16:42,1161058,travel,Bekasi,0,3,0
G04278,2025-10-06 16:45,__788807,retail,Online,0,2,0
G04279,2025-10-06 16:51,720633,e-commerce,Jakarta,0,3,0
G04280,2025-10-06 16:58,1335713,e-commerce,Online,0,1,0
G04281,2025-10-06 17:00,895326,e-commerce,Online,0,6,1
G04282,2025-10-06 17:08,badval_467392,groceries,,0,3,0
G04283,2025-10-06 17:14,849324,e-commerce,Bekasi,0,3,0
G04284,2025-10-06 17:20,1243298,groceries,Bekasi,0,1,0
G04285,2025-10-06 17:27,239897,groceries,Bekasi,0,1,0
G04286,2025-10-06 17:34,531257,groceries,Bekasi,0,2,0
G04287,2025-10-06 17:41,935284,retail,Online,0,1,0
G04288,2025-10-06 17:45,475865,retail,,0,1,0
G04289,2025-10-06 17:49,1162823,retail,Online,0,3,0
G04290,2025-10-06 17:54,226647,groceries,Jakarta,0,3,0
G04291,2025-10-06 17:57,badval_505917,groceries,Bekasi,0,3,0
G04292,2025-10-06 18:00,943999,electronics,Bekasi,0,3,0
G04293,2025-10-06 18:06,__1303998,electronics,Bekasi,0,1,0
G04294,2025-10-06 18:09,626879,retail,Online,0,3,0
G04295,2025-10-06 18:16,509392,travel,Jakarta,0,1,0
G04296,2025-10-06 18:21,1401994,retail,Jakarta,0,2,0
G04297,2025-10-06 18:25,842838,retail,Jakarta,0,1,0
G04298,2025-10-06 18:32,423445,groceries,,0,1,0
G04299,2025-10-06 18:35,1330540,retail,Bekasi,0,3,0
G04300,2025-10-06 18:42,188607,groceries,,0,1,0
G04301,2025-10-06 18:50,1146473,retail,,0,3,0
G04302,2025-10-06 18:56,1372915,e-commerce,Bekasi,0,3,0
G04303,2025-10-06 19:01,927772,retail,Bekasi,0,2,0
G04304,2025-10-06 19:05,1385265,retail,Bandung,0,1,0
G04305,2025-10-06 19:08,735546,e-commerce,Bandung,0,5,1
G04306,2025-10-06 19:14,956723,electronics,Online,0,2,0
G04307,2025-10-06 19:17,296996,groceries,Bandung,0,2,0
G04308,2025-10-06 19:24,390894,retail,Bandung,0,2,0
G04309,2025-10-06 19:32,1094083,e-commerce,Jakarta,0,2,0
G04310,2025-10-06 19:40,1070417,e-commerce,Online,0,3,0
G04311,2025-10-06 19:49,976099,retail,Online,0,1,0
G04312,2025-10-06 19:57,432286,retail,Bekasi,0,2,0
G04313,2025-10-06 20:00,264121,groceries,,0,1,0
G04314,2025-10-06 20:05,err_265108,groceries,Bandung,0,2,0
G04315,2025-10-06 20:06,370739,e-commerce,,0,5,1
G04316,2025-10-06 20:11,err_444475,groceries,Bekasi,0,3,0
G04317,2025-10-06 20:17,1460857,groceries,,0,2,0
G04318,2025-10-06 20:25,1202832,e-commerce,,0,3,0
G04319,2025-10-06 20:29,390450,groceries,Jakarta,0,1,0
G04320,2025-10-06 20:34,broken_564608,retail,Bekasi,0,2,0
G04321,2025-10-06 20:38,_--_1359293,retail,Bekasi,0,3,0
G04322,2025-10-06 20:47,756915,groceries,Online,0,3,0
G04323,2025-10-06 20:55,522375,groceries,Jakarta,0,1,0
G04324,2025-10-06 21:02,593205,groceries,Online,0,2,0
G04325,2025-10-06 21:10,684763,retail,Jakarta,0,1,0
G04326,2025-10-06 21:15,882969,retail,Online,0,2,0
G04327,2025-10-06 21:24,899910,retail,Bekasi,0,1,0
G04328,2025-10-06 21:29,868805,groceries,,0,1,0
G04329,2025-10-06 21:38,_--_994922,retail,Bekasi,0,3,0
G04330,2025-10-06 21:43,551052,retail,Online,0,3,0
G04331,2025-10-06 21:48,822001,e-commerce,Bandung,0,3,0
G04332,2025-10-06 21:51,1269735,e-commerce,Online,0,3,0
G04333,2025-10-06 22:00,620390,groceries,Bekasi,0,2,0
G04334,2025-10-06 22:04,1476343,groceries,Bandung,0,1,0
G04335,2025-10-06 22:10,broken_823227,retail,Online,0,3,0
G04336,2025-10-06 22:18,657456,e-commerce,Bekasi,0,1,0
G04337,2025-10-06 22:20,802267,e-commerce,Online,0,5,1
G04338,2025-10-06 22:23,571842,e-commerce,Bekasi,0,6,1
G04339,2025-10-06 22:28,685252,retail,Bekasi,0,2,0
G04340,2025-10-06 22:36,655709,retail,Online,0,1,0
G04341,2025-10-06 22:43,886082,e-commerce,,0,2,0
G04342,2025-10-06 22:48,206420,retail,,0,3,0
G04343,2025-10-06 22:54,err_661883,groceries,Online,0,2,0
G04344,2025-10-06 23:03,1187063,e-commerce,Bandung,0,3,0
G04345,2025-10-06 23:08,595401,retail,Bandung,0,2,0
G04346,2025-10-06 23:15,877699,groceries,Bekasi,0,2,0
G04347,2025-10-06 23:21,553405,groceries,Jakarta,0,1,0
G04348,2025-10-06 23:29,__1421001,e-commerce,Bandung,0,1,0
G04349,2025-10-06 23:36,452337,electronics,Online,0,3,0
G04350,2025-10-06 23:43,1199264,retail,Online,0,2,0
G04351,2025-10-06 23:49,1177039,retail,Bandung,0,3,0
G04352,2025-10-06 23:55,697913,groceries,Online,0,2,0
G04353,2025-10-07 00:03,1478260,travel,Online,0,2,0
G04354,2025-10-07 00:08,1481804,travel,Jakarta,0,2,0
G04355,2025-10-07 00:17,189141,travel,,0,2,0
G04356,2025-10-07 00:21,917658,e-commerce,Bandung,0,3,0
G04357,2025-10-07 00:26,badval_414684,retail,Bandung,0,3,0
G04358,2025-10-07 00:29,1497889,e-commerce,Bekasi,0,3,0
G04359,2025-10-07 00:37,1451737,retail,Bandung,0,3,0
G04360,2025-10-07 00:44,721167,groceries,Bekasi,0,1,0
G04361,2025-10-07 00:53,badval_611396,groceries,Bandung,0,3,0
G04362,2025-10-07 00:57,1255336,groceries,,0,3,0
G04363,2025-10-07 01:05,675115,retail,,0,2,0
G04364,2025-10-07 01:10,1136565,e-commerce,Online,0,1,0
G04365,2025-10-07 01:16,1045006,retail,,0,1,0
G04366,2025-10-07 01:21,533568,travel,Bekasi,0,3,0
G04367,2025-10-07 01:28,626125,groceries,Online,0,3,0
G04368,2025-10-07 01:35,1409196,retail,,0,1,0
G04369,2025-10-07 01:40,815145,retail,Online,0,2,0
G04370,2025-10-07 01:46,713671,electronics,Bekasi,0,2,0
G04371,2025-10-07 01:51,1365971,e-commerce,Bekasi,0,1,0
G04372,2025-10-07 01:59,922527,groceries,Online,0,2,0
G04373,2025-10-07 02:06,912458,e-commerce,Jakarta,0,3,0
G04374,2025-10-07 02:15,674877,electronics,Bekasi,0,1,0
G04375,2025-10-07 02:18,1050288,groceries,Bekasi,0,3,0
G04376,2025-10-07 02:25,err_209586,travel,Bekasi,0,3,0
G04377,2025-10-07 02:29,443063,retail,Jakarta,0,2,0
G04378,2025-10-07 02:32,1257116,e-commerce,,0,1,0
G04379,2025-10-07 02:38,502960,groceries,Jakarta,0,1,0
G04380,2025-10-07 02:40,3106342,electronics,Interna,0,6,1
G04381,2025-10-07 02:45,1353602,electronics,,0,2,0
G04382,2025-10-07 02:50,665221,travel,Bandung,0,2,0
G04383,2025-10-07 02:54,1388736,e-commerce,Bekasi,0,1,0
G04384,2025-10-07 02:59,1115376,groceries,Online,0,2,0
G04385,2025-10-07 03:08,1239421,groceries,Bekasi,0,3,0
G04386,2025-10-07 03:13,784568,groceries,Bekasi,0,1,0
G04387,2025-10-07 03:22,314788,e-commerce,Online,0,3,0
G04388,2025-10-07 03:31,887962,retail,Online,0,1,0
G04389,2025-10-07 03:36,err_1255018,retail,Bekasi,0,2,0
G04390,2025-10-07 03:41,272144,groceries,Online,0,1,0
G04391,2025-10-07 03:48,175957,e-commerce,,0,1,0
G04392,2025-10-07 03:52,1258208,retail,Jakarta,0,3,0
G04393,2025-10-07 04:00,955348,retail,Online,0,2,0
G04394,2025-10-07 04:05,854566,electronics,Online,0,2,0
G04395,2025-10-07 04:09,1061604,groceries,Bekasi,0,2,0
G04396,2025-10-07 04:14,1073808,groceries,Bekasi,0,1,0
G04397,2025-10-07 04:18,_--_725643,retail,Online,0,3,0
G04398,2025-10-07 04:24,974386,groceries,Jakarta,0,2,0
G04399,2025-10-07 04:31,796938,e-commerce,Bandung,0,1,0
G04400,2025-10-07 04:39,429333,retail,Bandung,0,3,0
G04401,2025-10-07 04:44,1151496,e-commerce,,0,1,0
G04402,2025-10-07 04:53,657546,travel,Jakarta,0,3,0
G04403,2025-10-07 04:54,419982,e-commerce,Bekasi,0,5,1
G04404,2025-10-07 05:03,686159,retail,Online,0,1,0
G04405,2025-10-07 05:11,405606,e-commerce,,0,1,0
G04406,2025-10-07 05:20,1268297,retail,Bekasi,0,2,0
G04407,2025-10-07 05:29,_--_336954,retail,Bekasi,0,2,0
G04408,2025-10-07 05:37,1482464,e-commerce,Bekasi,0,1,0
G04409,2025-10-07 05:40,1000489,electronics,Bandung,0,1,0
G04410,2025-10-07 05:46,800265,retail,,0,1,0
G04411,2025-10-07 05:51,461525,groceries,Jakarta,0,2,0
G04412,2025-10-07 05:56,422362,groceries,Bandung,0,3,0
G04413,2025-10-07 06:04,412203,e-commerce,Online,0,1,0
G04414,2025-10-07 06:12,1274562,retail,Online,0,3,0
G04415,2025-10-07 06:20,424713,retail,,0,2,0
G04416,2025-10-07 06:27,198137,e-commerce,Online,0,1,0
G04417,2025-10-07 06:36,415732,electronics,Jakarta,0,1,0
G04418,2025-10-07 06:39,551328,e-commerce,Online,0,6,1
G04419,2025-10-07 06:41,310015,e-commerce,Jakarta,0,4,1
G04420,2025-10-07 06:46,653570,electronics,Bekasi,0,3,0
G04421,2025-10-07 06:54,badval_1451926,retail,Jakarta,0,2,0
G04422,2025-10-07 06:59,613664,retail,Online,0,3,0
G04423,2025-10-07 07:03,1267894,retail,Jakarta,0,3,0
G04424,2025-10-07 07:12,317636,groceries,Online,0,3,0
G04425,2025-10-07 07:16,883503,groceries,Bekasi,0,2,0
G04426,2025-10-07 07:21,326819,travel,Bekasi,0,2,0
G04427,2025-10-07 07:24,259573,retail,Bekasi,0,3,0
G04428,2025-10-07 07:33,1067895,retail,Jakarta,0,3,0
G04429,2025-10-07 07:42,1058457,retail,Online,0,2,0
G04430,2025-10-07 07:44,__495571,e-commerce,Bekasi,0,6,1
G04431,2025-10-07 07:51,759042,groceries,Bekasi,0,2,0
G04432,2025-10-07 07:57,515423,retail,Jakarta,0,2,0
G04433,2025-10-07 08:02,1200785,retail,Bandung,0,3,0
G04434,2025-10-07 08:11,405682,groceries,,0,1,0
G04435,2025-10-07 08:19,816842,retail,Bekasi,0,1,0
G04436,2025-10-07 08:23,1422631,retail,Online,0,3,0
G04437,2025-10-07 08:32,1052169,retail,Jakarta,0,3,0
G04438,2025-10-07 08:35,1290746,electronics,Bekasi,0,1,0
G04439,2025-10-07 08:42,420066,electronics,Online,0,1,0
G04440,2025-10-07 08:45,184617,retail,Bandung,0,2,0
G04441,2025-10-07 08:46,685331,e-commerce,Bekasi,0,6,1
G04442,2025-10-07 08:55,909886,e-commerce,Bandung,0,3,0
G04443,2025-10-07 08:59,1202222,electronics,Online,0,2,0
G04444,2025-10-07 09:02,1287444,groceries,Online,0,1,0
G04445,2025-10-07 09:05,654919,groceries,Jakarta,0,2,0
G04446,2025-10-07 09:09,299339,groceries,Bekasi,0,1,0
G04447,2025-10-07 09:17,1450919,e-commerce,Bandung,0,2,0
G04448,2025-10-07 09:22,561553,electronics,Online,0,1,0
G04449,2025-10-07 09:31,366532,groceries,Bandung,0,1,0
G04450,2025-10-07 09:32,_--_760147,e-commerce,,0,5,1
G04451,2025-10-07 09:38,177017,electronics,Bekasi,0,3,0
G04452,2025-10-07 09:42,230729,groceries,Bandung,0,1,0
G04453,2025-10-07 09:49,1180235,retail,Jakarta,0,2,0
G04454,2025-10-07 09:52,269214,groceries,,0,2,0
G04455,2025-10-07 10:00,960765,electronics,Bandung,0,1,0
G04456,2025-10-07 10:07,762129,groceries,Jakarta,0,2,0
G04457,2025-10-07 10:10,299744,retail,Bekasi,0,2,0
G04458,2025-10-07 10:14,1423022,groceries,Jakarta,0,3,0
G04459,2025-10-07 10:16,887384,e-commerce,Online,0,4,1
G04460,2025-10-07 10:24,1028360,groceries,Jakarta,0,3,0
G04461,2025-10-07 10:27,326686,retail,Online,0,2,0
G04462,2025-10-07 10:31,946915,travel,,0,1,0
G04463,2025-10-07 10:37,375251,retail,Bekasi,0,2,0
G04464,2025-10-07 10:45,1349347,retail,Online,0,3,0
G04465,2025-10-07 10:48,772899,groceries,Online,0,1,0
G04466,2025-10-07 10:56,162123,retail,Jakarta,0,3,0
G04467,2025-10-07 11:05,218799,electronics,Bekasi,0,2,0
G04468,2025-10-07 11:10,883017,e-commerce,Bekasi,0,3,0
G04469,2025-10-07 11:16,851171,groceries,,0,3,0
G04470,2025-10-07 11:19,596415,groceries,Bandung,0,2,0
G04471,2025-10-07 11:28,967254,e-commerce,,0,2,0
G04472,2025-10-07 11:31,1226056,e-commerce,Online,0,1,0
G04473,2025-10-07 11:37,1131947,groceries,Bandung,0,3,0
G04474,2025-10-07 11:38,7280138,electronics,Interna,0,6,1
G04475,2025-10-07 11:46,1427144,electronics,Bandung,0,1,0
G04476,2025-10-07 11:49,428716,retail,Online,0,2,0
G04477,2025-10-07 11:53,261344,retail,,0,2,0
G04478,2025-10-07 11:56,313424,retail,Online,0,1,0
G04479,2025-10-07 12:00,197463,retail,Bandung,0,1,0
G04480,2025-10-07 12:08,545857,retail,,0,1,0
G04481,2025-10-07 12:11,337837,e-commerce,Jakarta,0,1,0
G04482,2025-10-07 12:16,1393686,groceries,Jakarta,0,1,0
G04483,2025-10-07 12:25,605374,retail,Bandung,0,1,0
G04484,2025-10-07 12:31,444624,electronics,Jakarta,0,2,0
G04485,2025-10-07 12:34,859238,groceries,Jakarta,0,2,0
G04486,2025-10-07 12:38,731190,retail,Bandung,0,1,0
G04487,2025-10-07 12:41,155785,e-commerce,Online,0,1,0
G04488,2025-10-07 12:50,__1445591,groceries,Bekasi,0,2,0
G04489,2025-10-07 12:56,1084699,groceries,Online,0,3,0
G04490,2025-10-07 13:01,_--_1263806,e-commerce,Bekasi,0,3,0
G04491,2025-10-07 13:10,1441791,electronics,Online,0,3,0
G04492,2025-10-07 13:13,1345509,e-commerce,Online,0,1,0
G04493,2025-10-07 13:20,487201,electronics,Bandung,0,3,0
G04494,2025-10-07 13:29,1180465,travel,Online,0,1,0
G04495,2025-10-07 13:33,161876,e-commerce,Bekasi,0,1,0
G04496,2025-10-07 13:42,637898,e-commerce,Jakarta,0,1,0
G04497,2025-10-07 13:47,1166881,groceries,Online,0,1,0
G04498,2025-10-07 13:55,1094692,retail,,0,2,0
G04499,2025-10-07 14:00,1189567,e-commerce,Jakarta,0,1,0
G04500,2025-10-07 14:07,1172106,groceries,Bandung,0,3,0
G04501,2025-10-07 14:10,349410,e-commerce,,0,4,1
G04502,2025-10-07 14:18,937384,e-commerce,,0,2,0
G04503,2025-10-07 14:23,_--_983385,e-commerce,Bandung,0,1,0
G04504,2025-10-07 14:28,__359753,retail,Bekasi,0,3,0
G04505,2025-10-07 14:32,477833,groceries,Jakarta,0,1,0
G04506,2025-10-07 14:36,808014,travel,Jakarta,0,3,0
G04507,2025-10-07 14:40,1004380,electronics,Online,0,3,0
G04508,2025-10-07 14:48,1297619,retail,Jakarta,0,1,0
G04509,2025-10-07 14:56,1130611,e-commerce,Bandung,0,1,0
G04510,2025-10-07 15:00,1467049,electronics,,0,3,0
G04511,2025-10-07 15:06,__450703,retail,Online,0,3,0
G04512,2025-10-07 15:12,679839,travel,,0,2,0
