transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,loan_tenor_months,is_fraud
L01948,2025-10-03 01:48,15.750100156415384,microfinance_loan,Bantul,0,0,24,0
L01949,2025-10-03 01:55,15.293977226366392,microfinance_loan,Bantul,0,0,24,0
L01950,2025-10-03 02:08,15.551602090274889,microfinance_loan,Sleman,0,0,6,0
L01951,2025-10-03 02:20,15.426613283827145,microfinance_loan,Sleman,0,0,12,0
L01952,2025-10-03 02:30,13.931017226884968,microfinance_loan,Gunungkidul,0,0,24,0
L01953,2025-10-03 02:33,14.248887157549776,microfinance_loan,Sleman,0,0,12,0
L01954,2025-10-03 02:50,15.309119574167235,microfinance_loan,Gunungkidul,0,0,24,0
L01955,2025-10-03 03:07,14.831751596673971,microfinance_loan,Sleman,0,0,24,0
L01956,2025-10-03 03:13,15.110271971547617,microfinance_loan,Bantul,0,0,12,0
L01957,2025-10-03 03:25,15.108066328686013,microfinance_loan,Bantul,0,0,6,0
L01958,2025-10-03 03:41,15.548366974707982,microfinance_loan,Sleman,0,0,12,0
L01959,2025-10-03 03:52,15.752863195742744,microfinance_loan,Bantul,0,0,6,0
L01960,2025-10-03 04:07,15.758925453605393,microfinance_loan,Sleman,0,0,24,0
L01961,2025-10-03 04:13,13.83349486645367,microfinance_loan,Sleman,0,0,24,0
L01962,2025-10-03 04:27,15.49036048492949,microfinance_loan,Sleman,0,0,6,0
L01963,2025-10-03 04:36,15.46693343640506,microfinance_loan,Gunungkidul,0,0,36,0
L01964,2025-10-03 04:49,15.627405605590086,microfinance_loan,Bantul,0,0,36,0
L01965,2025-10-03 04:55,15.001499212561002,microfinance_loan,Magelang,0,0,6,0
L01966,2025-10-03 04:58,15.141824261753086,microfinance_loan,Sleman,0,0,12,0
L01967,2025-10-03 05:02,15.04976064422747,microfinance_loan,Sleman,0,0,6,0
L01968,2025-10-03 05:16,14.88996231746052,microfinance_loan,Gunungkidul,0,0,36,0
L01969,2025-10-03 05:33,14.559557580519527,microfinance_loan,Sleman,0,0,12,0
L01970,2025-10-03 05:39,15.35909025217688,microfinance_loan,Sleman,0,0,24,0
L01971,2025-10-03 05:42,13.319213876106993,microfinance_loan,Gunungkidul,0,0,36,0
L01972,2025-10-03 05:49,15.49656562876368,microfinance_loan,Sleman,0,0,24,0
L01973,2025-10-03 06:04,15.602280600679514,microfinance_loan,Bantul,0,0,24,0
L01974,2025-10-03 06:10,14.498087570611744,microfinance_loan,Sleman,0,0,6,0
L01975,2025-10-03 06:19,14.451314072231977,microfinance_loan,Gunungkidul,0,0,6,0
L01976,2025-10-03 06:28,15.143120959838388,microfinance_loan,Bantul,0,0,12,0
L01977,2025-10-03 06:44,15.607465674718773,microfinance_loan,Bantul,0,0,24,0
L01978,2025-10-03 06:50,14.030333186219138,microfinance_loan,Sleman,0,0,6,0
L01979,2025-10-03 07:06,15.0116705213769,microfinance_loan,Sleman,0,0,12,0
L01980,2025-10-03 07:21,14.460671601038689,microfinance_loan,Sleman,0,0,24,0
L01981,2025-10-03 07:25,15.61361750592431,microfinance_loan,Magelang,0,0,6,0
L01982,2025-10-03 07:38,15.6452211848009,microfinance_loan,Sleman,0,0,12,0
L01983,2025-10-03 07:43,13.861786134635487,microfinance_loan,Sleman,0,0,6,0
L01984,2025-10-03 07:55,14.18067992194704,microfinance_loan,Bantul,0,0,6,0
L01985,2025-10-03 07:58,14.235720425855352,microfinance_loan,Sleman,0,0,12,0
L01986,2025-10-03 08:12,15.568834765491278,microfinance_loan,Sleman,0,0,24,0
L01987,2025-10-03 08:15,15.664601389038872,microfinance_loan,Sleman,0,0,6,0
L01988,2025-10-03 08:22,14.887735406966977,microfinance_loan,Sleman,0,0,12,0
L01989,2025-10-03 08:35,14.236906756343831,microfinance_loan,Gunungkidul,0,0,24,0
L01990,2025-10-03 08:46,15.386808085480345,microfinance_loan,Sleman,0,0,12,0
L01991,2025-10-03 08:51,15.654164904376032,microfinance_loan,Sleman,0,0,12,0
L01992,2025-10-03 09:03,15.674480288551305,microfinance_loan,Gunungkidul,0,0,12,0
L01993,2025-10-03 09:19,15.03710272564626,microfinance_loan,Bantul,0,0,36,0
L01994,2025-10-03 09:30,15.5339538952965,microfinance_loan,Sleman,0,0,24,0
L01995,2025-10-03 09:33,15.719696222043972,microfinance_loan,Bantul,0,0,6,0
L01996,2025-10-03 09:44,15.585129729672982,microfinance_loan,Bantul,0,0,24,0
L01997,2025-10-03 09:47,15.092368050823236,microfinance_loan,Sleman,0,0,12,0
L01998,2025-10-03 09:50,14.60281680150226,microfinance_loan,Gunungkidul,0,0,12,0
L01999,2025-10-03 09:55,14.88628151535954,microfinance_loan,Gunungkidul,0,0,12,0
L02000,2025-10-03 10:04,14.863140030357306,microfinance_loan,Sleman,0,0,24,0
L02001,2025-10-03 10:08,15.749835138465151,microfinance_loan,Sleman,0,0,24,0
L02002,2025-10-03 10:19,15.476240074784496,microfinance_loan,Bantul,0,0,12,0
L02003,2025-10-03 10:25,15.620558180652564,microfinance_loan,Sleman,0,0,6,0
L02004,2025-10-03 10:29,15.529673284040484,microfinance_loan,Sleman,0,0,12,0
L02005,2025-10-03 10:41,15.095523979966597,microfinance_loan,Sleman,0,0,12,0
L02006,2025-10-03 10:46,15.544568040814148,microfinance_loan,Sleman,0,0,12,0
L02007,2025-10-03 10:51,15.3545182807501,microfinance_loan,Sleman,0,0,36,0
L02008,2025-10-03 11:02,15.485234587869854,microfinance_loan,Bantul,0,0,36,0
L02009,2025-10-03 11:13,14.713858068774533,microfinance_loan,Bantul,0,0,36,0
L02010,2025-10-03 11:18,14.511427399469868,microfinance_loan,Bantul,0,0,24,0
L02011,2025-10-03 11:28,14.329233779635771,microfinance_loan,Gunungkidul,0,0,12,0
L02012,2025-10-03 11:38,14.68221769098293,microfinance_loan,Sleman,0,0,12,0
L02013,2025-10-03 11:44,15.741262167822851,microfinance_loan,Sleman,0,0,36,0
L02014,2025-10-03 11:50,15.7060993107116,microfinance_loan,Bantul,0,0,12,0
L02015,2025-10-03 12:07,14.187535387304395,microfinance_loan,Bantul,0,0,6,0
L02016,2025-10-03 12:12,15.226520214344111,microfinance_loan,Sleman,0,0,6,0
L02017,2025-10-03 12:29,15.704482336195287,microfinance_loan,Sleman,0,0,24,0
L02018,2025-10-03 12:43,15.502636654509368,microfinance_loan,Sleman,0,0,12,0
L02019,2025-10-03 12:46,15.31499408573032,microfinance_loan,Bantul,0,0,24,0
L02020,2025-10-03 13:01,15.295926210622644,microfinance_loan,Bantul,0,0,12,0
L02021,2025-10-03 13:09,14.778506615575072,microfinance_loan,Bantul,0,0,12,0
L02022,2025-10-03 13:16,15.688736797330495,microfinance_loan,Bantul,0,0,24,0
L02023,2025-10-03 13:27,13.85488991237952,microfinance_loan,Sleman,0,0,24,0
L02024,2025-10-03 13:34,15.631488055640745,microfinance_loan,Gunungkidul,0,0,6,0
L02025,2025-10-03 13:44,15.634071958320837,microfinance_loan,Sleman,0,0,6,0
L02026,2025-10-03 13:53,14.603484619740412,microfinance_loan,Bantul,0,0,12,0
L02027,2025-10-03 14:04,15.157805486015098,microfinance_loan,Bantul,0,0,6,0
L02028,2025-10-03 14:09,15.648189936918731,microfinance_loan,Sleman,0,0,12,0
L02029,2025-10-03 14:25,15.091616099236363,microfinance_loan,Sleman,0,0,36,0
L02030,2025-10-03 14:36,14.71170306685815,microfinance_loan,Sleman,0,0,6,0
L02031,2025-10-03 14:50,13.76952525648714,microfinance_loan,Bantul,0,0,12,0
L02032,2025-10-03 15:07,15.029346461616049,microfinance_loan,Sleman,0,0,12,0
L02033,2025-10-03 15:20,14.650754344753922,microfinance_loan,Magelang,0,0,12,0
L02034,2025-10-03 15:34,15.612758106763208,microfinance_loan,Bantul,0,0,12,0
L02035,2025-10-03 15:50,15.623434344511963,microfinance_loan,Sleman,0,0,12,0
L02036,2025-10-03 15:57,14.773374618036836,microfinance_loan,Sleman,0,0,24,0
L02037,2025-10-03 16:11,14.440507369175508,microfinance_loan,Sleman,0,0,24,0
L02038,2025-10-03 16:19,14.686811455260086,microfinance_loan,Bantul,0,0,12,0
L02039,2025-10-03 16:23,14.950834324542804,microfinance_loan,Kulon Progo,0,0,24,0
L02040,2025-10-03 16:28,15.393719894861004,microfinance_loan,Gunungkidul,0,0,6,0
L02041,2025-10-03 16:42,14.214124248623335,microfinance_loan,Sleman,0,0,12,0
L02042,2025-10-03 16:55,15.761120233310455,microfinance_loan,Sleman,0,0,24,0
L02043,2025-10-03 17:09,15.43523419054682,microfinance_loan,Gunungkidul,0,0,12,0
L02044,2025-10-03 17:17,14.11700011683164,microfinance_loan,Sleman,0,0,36,0
L02045,2025-10-03 17:32,14.749961785260062,microfinance_loan,Gunungkidul,0,0,12,0
L02046,2025-10-03 17:48,15.43626321654816,microfinance_loan,Sleman,0,0,36,0
L02047,2025-10-03 17:51,15.144015570952911,microfinance_loan,Sleman,0,0,6,0
L02048,2025-10-03 18:04,15.182930665715524,microfinance_loan,Sleman,0,0,6,0
L02049,2025-10-03 18:21,13.55364047137078,microfinance_loan,Sleman,0,0,12,0
L02050,2025-10-03 18:29,14.968931056460711,microfinance_loan,Sleman,0,0,24,0
L02051,2025-10-03 18:43,15.31833806283989,microfinance_loan,Bantul,0,0,6,0
L02052,2025-10-03 18:51,15.497098326693934,microfinance_loan,Bantul,0,0,12,0
L02053,2025-10-03 19:06,15.040815995001529,microfinance_loan,Bantul,0,0,36,0
L02054,2025-10-03 19:11,15.228066300512983,microfinance_loan,Sleman,0,0,12,0
L02055,2025-10-03 19:25,14.47977872517384,microfinance_loan,Gunungkidul,0,0,12,0
L02056,2025-10-03 19:35,15.5534776477792,microfinance_loan,Sleman,0,0,6,0
L02057,2025-10-03 19:52,15.432196539567585,microfinance_loan,Gunungkidul,0,0,24,0
L02058,2025-10-03 20:08,15.489809002184952,microfinance_loan,Sleman,0,0,36,0
L02059,2025-10-03 20:22,15.392808263196123,microfinance_loan,Bantul,0,0,24,0
L02060,2025-10-03 20:34,15.747506349785022,microfinance_loan,Bantul,0,0,6,0
L02061,2025-10-03 20:41,15.643111318578164,microfinance_loan,Bantul,0,0,12,0
L02062,2025-10-03 20:51,15.568291644674607,microfinance_loan,Bantul,0,0,12,0
L02063,2025-10-03 21:03,14.800998193842664,microfinance_loan,Bantul,0,0,36,0
L02064,2025-10-03 21:12,13.747444756614977,microfinance_loan,Bantul,0,0,24,0
L02065,2025-10-03 21:28,13.1319057042431,microfinance_loan,Sleman,0,0,24,0
L02066,2025-10-03 21:40,15.532414647594107,microfinance_loan,Sleman,0,0,12,0
L02067,2025-10-03 21:50,15.662977639127956,microfinance_loan,Gunungkidul,0,0,6,0
L02068,2025-10-03 22:06,15.367969781583389,microfinance_loan,Bantul,0,0,24,0
L02069,2025-10-03 22:11,15.461714827929654,microfinance_loan,Sleman,0,0,12,0
L02070,2025-10-03 22:19,13.895834456869082,microfinance_loan,Gunungkidul,0,0,6,0
L02071,2025-10-03 22:22,15.244778676900411,microfinance_loan,Gunungkidul,0,0,24,0
L02072,2025-10-03 22:34,15.305191487789976,microfinance_loan,Bantul,0,0,6,0
L02073,2025-10-03 22:51,14.232964182440025,microfinance_loan,Magelang,0,0,24,0
L02074,2025-10-03 23:08,15.49824056695896,microfinance_loan,Sleman,0,0,24,0
L02075,2025-10-03 23:22,14.801095982439472,microfinance_loan,Sleman,0,0,6,0
L02076,2025-10-03 23:33,14.39311500401817,microfinance_loan,Sleman,0,0,24,0
L02077,2025-10-03 23:36,15.429707329047062,microfinance_loan,Sleman,0,0,12,0
L02078,2025-10-03 23:49,15.017559312492956,microfinance_loan,Gunungkidul,0,0,12,0
L02079,2025-10-03 23:58,15.197819738791228,microfinance_loan,Bantul,0,0,36,0
L02080,2025-10-04 00:14,15.208323874446872,microfinance_loan,Sleman,0,0,36,0
L02081,2025-10-04 00:30,15.329988789162249,microfinance_loan,Bantul,0,0,12,0
L02082,2025-10-04 00:39,14.974117623079035,microfinance_loan,Sleman,0,0,24,0
L02083,2025-10-04 00:56,15.572542099679412,microfinance_loan,Bantul,0,0,12,0
L02084,2025-10-04 00:59,15.639096805791898,microfinance_loan,Magelang,0,0,24,0
L02085,2025-10-04 01:13,15.108735501895088,microfinance_loan,Sleman,0,0,12,0
L02086,2025-10-04 01:22,14.28418267614246,microfinance_loan,Bantul,0,0,12,0
L02087,2025-10-04 01:33,14.653994547197572,microfinance_loan,Sleman,0,0,6,0
L02088,2025-10-04 01:37,15.523002518713756,microfinance_loan,Sleman,0,0,36,0
L02089,2025-10-04 01:46,14.589368223185064,microfinance_loan,Sleman,0,0,36,0
L02090,2025-10-04 02:02,15.530675658823524,microfinance_loan,Gunungkidul,0,0,12,0
L02091,2025-10-04 02:17,15.384928237714515,microfinance_loan,Sleman,0,0,12,0
L02092,2025-10-04 02:31,15.042866337191588,microfinance_loan,Sleman,0,0,12,0
L02093,2025-10-04 02:39,14.094651760805556,microfinance_loan,Sleman,0,0,6,0
L02094,2025-10-04 02:53,15.20345530644542,microfinance_loan,Bantul,0,0,6,0
L02095,2025-10-04 02:58,15.425573674917294,microfinance_loan,Sleman,0,0,24,0
L02096,2025-10-04 03:07,14.21974557648903,microfinance_loan,Sleman,0,0,12,0
L02097,2025-10-04 03:14,14.385656423801434,microfinance_loan,Bantul,0,0,12,0
L02098,2025-10-04 03:28,14.972950089424584,microfinance_loan,Bantul,0,0,36,0
L02099,2025-10-04 03:38,15.190698975768049,microfinance_loan,Sleman,0,0,6,0
L02100,2025-10-04 03:49,15.483903746691404,microfinance_loan,Magelang,0,0,12,0
L02101,2025-10-04 03:53,14.48867235452905,microfinance_loan,Sleman,0,0,36,0
L02102,2025-10-04 03:57,14.80246364695839,microfinance_loan,Gunungkidul,0,0,24,0
L02103,2025-10-04 04:14,15.563322493537331,microfinance_loan,Bantul,0,0,6,0
L02104,2025-10-04 04:19,14.787187935022862,microfinance_loan,Sleman,0,0,6,0
L02105,2025-10-04 04:23,15.320791230513803,microfinance_loan,Bantul,0,0,24,0
L02106,2025-10-04 04:38,14.94231858440116,microfinance_loan,Sleman,0,0,6,0
L02107,2025-10-04 04:45,13.673672762496176,microfinance_loan,Kulon Progo,0,0,12,0
L02108,2025-10-04 05:01,15.162043559808104,microfinance_loan,Gunungkidul,0,0,6,0
L02109,2025-10-04 05:09,14.85444325729872,microfinance_loan,Gunungkidul,0,0,24,0
L02110,2025-10-04 05:21,14.613998803992892,microfinance_loan,Magelang,0,0,12,0
L02111,2025-10-04 05:28,15.620477259799529,microfinance_loan,Kulon Progo,0,0,12,0
L02112,2025-10-04 05:34,15.52617728231152,microfinance_loan,Sleman,0,0,24,0
L02113,2025-10-04 05:48,14.64989120637016,microfinance_loan,Gunungkidul,0,0,6,0
L02114,2025-10-04 06:04,15.177798302394793,microfinance_loan,Gunungkidul,0,0,12,0
L02115,2025-10-04 06:07,15.459961690608226,microfinance_loan,Bantul,0,0,36,0
L02116,2025-10-04 06:23,13.648534652063251,microfinance_loan,Bantul,0,0,24,0
L02117,2025-10-04 06:29,13.919601167632702,microfinance_loan,Bantul,0,0,6,0
L02118,2025-10-04 06:42,15.204214014881186,microfinance_loan,Bantul,0,0,36,0
L02119,2025-10-04 06:54,15.69474183983186,microfinance_loan,Bantul,0,0,6,0
L02120,2025-10-04 07:08,15.691707984665424,microfinance_loan,Bantul,0,0,12,0
L02121,2025-10-04 07:14,15.045369506241014,microfinance_loan,Gunungkidul,0,0,6,0
L02122,2025-10-04 07:18,15.440056172190804,microfinance_loan,Magelang,0,0,24,0
L02123,2025-10-04 07:26,15.12253901378819,microfinance_loan,Bantul,0,0,12,0
L02124,2025-10-04 07:40,15.66873617717753,microfinance_loan,Kulon Progo,0,0,12,0
L02125,2025-10-04 07:44,15.251522272328549,microfinance_loan,Magelang,0,0,12,0
L02126,2025-10-04 08:00,15.655022986984555,microfinance_loan,Bantul,0,0,12,0
L02127,2025-10-04 08:03,14.867139898463932,microfinance_loan,Sleman,0,0,24,0
L02128,2025-10-04 08:16,15.695279683513077,microfinance_loan,Bantul,0,0,12,0
L02129,2025-10-04 08:30,15.46692595708036,microfinance_loan,Kulon Progo,0,0,12,0
L02130,2025-10-04 08:46,15.518415680249108,microfinance_loan,Sleman,0,0,6,0
L02131,2025-10-04 08:59,13.295970406092914,microfinance_loan,Gunungkidul,0,0,36,0
L02132,2025-10-04 09:03,15.563226529754791,microfinance_loan,Kulon Progo,0,0,12,0
L02133,2025-10-04 09:07,14.256553855849036,microfinance_loan,Gunungkidul,0,0,12,0
L02134,2025-10-04 09:12,15.70035652432471,microfinance_loan,Kulon Progo,0,0,6,0
L02135,2025-10-04 09:20,14.362090895240373,microfinance_loan,Gunungkidul,0,0,36,0
L02136,2025-10-04 09:37,15.585179825391595,microfinance_loan,Magelang,0,0,12,0
L02137,2025-10-04 09:45,15.348005221103971,microfinance_loan,Magelang,0,0,6,0
L02138,2025-10-04 10:01,14.931208387296778,microfinance_loan,Bantul,0,0,6,0
L02139,2025-10-04 10:05,15.654297686681549,microfinance_loan,Bantul,0,0,12,0
L02140,2025-10-04 10:11,14.921904490950284,microfinance_loan,Gunungkidul,0,0,6,0
L02141,2025-10-04 10:26,13.725212695483467,microfinance_loan,Gunungkidul,0,0,12,0
L02142,2025-10-04 10:42,13.80705188403754,microfinance_loan,Bantul,0,0,12,0
L02143,2025-10-04 10:55,15.614076973941293,microfinance_loan,Gunungkidul,0,0,12,0
L02144,2025-10-04 10:58,14.913832137713976,microfinance_loan,Sleman,0,0,24,0
L02145,2025-10-04 11:08,15.577985215745212,microfinance_loan,Magelang,0,0,12,0
L02146,2025-10-04 11:17,13.353978146421,microfinance_loan,Bantul,0,0,6,0
L02147,2025-10-04 11:32,13.813575687308736,microfinance_loan,Sleman,0,0,12,0
L02148,2025-10-04 11:37,15.750295623557554,microfinance_loan,Sleman,0,0,24,0
L02149,2025-10-04 11:54,14.173873576303356,microfinance_loan,Bantul,0,0,24,0
L02150,2025-10-04 12:10,15.418879290126984,microfinance_loan,Magelang,0,0,24,0
L02151,2025-10-04 12:26,14.836267605818865,microfinance_loan,Bantul,0,0,24,0
L02152,2025-10-04 12:43,15.137381324675598,microfinance_loan,Sleman,0,0,6,0
L02153,2025-10-04 12:56,14.034929581829283,microfinance_loan,Sleman,0,0,6,0
L02154,2025-10-04 13:00,14.619436747596092,microfinance_loan,Bantul,0,0,6,0
L02155,2025-10-04 13:05,15.507239725117252,microfinance_loan,Gunungkidul,0,0,6,0
L02156,2025-10-04 13:21,15.197206613061164,microfinance_loan,Sleman,0,0,24,0
L02157,2025-10-04 13:36,15.144295237674632,microfinance_loan,Magelang,0,0,6,0
L02158,2025-10-04 13:39,15.708857433617627,microfinance_loan,Sleman,0,0,12,0
L02159,2025-10-04 13:50,14.969232682086284,microfinance_loan,Bantul,0,0,6,0
L02160,2025-10-04 14:07,15.560150466787018,microfinance_loan,Magelang,0,0,24,0
L02161,2025-10-04 14:16,15.46650491514402,microfinance_loan,Bantul,0,0,24,0
L02162,2025-10-04 14:32,15.066796436098596,microfinance_loan,Bantul,0,0,24,0
L02163,2025-10-04 14:39,14.69256969662596,microfinance_loan,Sleman,0,0,12,0
L02164,2025-10-04 14:54,14.845644128660144,microfinance_loan,Gunungkidul,0,0,36,0
L02165,2025-10-04 15:03,15.634391395283869,microfinance_loan,Kulon Progo,0,0,24,0
L02166,2025-10-04 15:06,14.727000182947377,microfinance_loan,Bantul,0,0,24,0
L02167,2025-10-04 15:13,15.373820215022716,microfinance_loan,Kulon Progo,0,0,12,0
L02168,2025-10-04 15:20,14.08505131737284,microfinance_loan,Sleman,0,0,12,0
L02169,2025-10-04 15:30,14.827942033719808,microfinance_loan,Bantul,0,0,24,0
L02170,2025-10-04 15:41,15.698677905944562,microfinance_loan,Sleman,0,0,36,0
L02171,2025-10-04 15:58,15.204095543599546,microfinance_loan,Sleman,0,0,12,0
L02172,2025-10-04 16:07,15.581255908463902,microfinance_loan,Bantul,0,0,12,0
L02173,2025-10-04 16:10,14.597774231534824,microfinance_loan,Bantul,0,0,12,0
L02174,2025-10-04 16:19,15.510744993084586,microfinance_loan,Bantul,0,0,36,0
L02175,2025-10-04 16:34,15.74737611324181,microfinance_loan,Gunungkidul,0,0,12,0
L02176,2025-10-04 16:47,15.689350963957278,microfinance_loan,Bantul,0,0,36,0
L02177,2025-10-04 17:03,15.018911899036183,microfinance_loan,Sleman,0,0,12,0
L02178,2025-10-04 17:08,15.411194314165712,microfinance_loan,Gunungkidul,0,0,12,0
L02179,2025-10-04 17:25,15.66065785983567,microfinance_loan,Gunungkidul,0,0,12,0
L02180,2025-10-04 17:37,15.571464077093651,microfinance_loan,Bantul,0,0,6,0
L02181,2025-10-04 17:48,15.74079998231582,microfinance_loan,Bantul,0,0,12,0
L02182,2025-10-04 17:53,13.463641191576317,microfinance_loan,Bantul,0,0,12,0
L02183,2025-10-04 17:57,15.197458235929536,microfinance_loan,Bantul,0,0,12,0
L02184,2025-10-04 18:03,15.54630165880181,microfinance_loan,Sleman,0,0,12,0
L02185,2025-10-04 18:17,15.472780461380744,microfinance_loan,Gunungkidul,0,0,12,0
L02186,2025-10-04 18:28,14.21977828282849,microfinance_loan,Gunungkidul,0,0,24,0
L02187,2025-10-04 18:40,15.255252079735529,microfinance_loan,Gunungkidul,0,0,6,0
L02188,2025-10-04 18:53,14.269572795738894,microfinance_loan,Magelang,0,0,36,0
L02189,2025-10-04 19:06,13.906438422162315,microfinance_loan,Bantul,0,0,12,0
L02190,2025-10-04 19:12,14.018478340373631,microfinance_loan,Magelang,0,0,12,0
L02191,2025-10-04 19:27,15.716231750710287,microfinance_loan,Sleman,0,0,6,0
L02192,2025-10-04 19:34,14.634602928540868,microfinance_loan,Kulon Progo,0,0,6,0
L02193,2025-10-04 19:50,15.059128120139215,microfinance_loan,Bantul,0,0,24,0
L02194,2025-10-04 20:04,14.588599056442604,microfinance_loan,Bantul,0,0,36,0
L02195,2025-10-04 20:08,15.657869822831868,microfinance_loan,Gunungkidul,0,0,12,0
L02196,2025-10-04 20:19,15.652527291346596,microfinance_loan,Magelang,0,0,6,0
L02197,2025-10-04 20:30,15.376059651362713,microfinance_loan,Sleman,0,0,24,0
L02198,2025-10-04 20:37,15.588115409892312,microfinance_loan,Sleman,0,0,36,0
L02199,2025-10-04 20:48,13.984190320496817,microfinance_loan,Gunungkidul,0,0,24,0
L02200,2025-10-04 20:59,15.761376991778375,microfinance_loan,Sleman,0,0,6,0
L02201,2025-10-04 21:12,14.982044700340053,microfinance_loan,Sleman,0,0,12,0
L02202,2025-10-04 21:16,14.947949551062637,microfinance_loan,Sleman,0,0,36,0
L02203,2025-10-04 21:23,14.388191481246263,microfinance_loan,Sleman,0,0,6,0
L02204,2025-10-04 21:32,15.640205323304537,microfinance_loan,Gunungkidul,0,0,6,0
L02205,2025-10-04 21:42,14.28806717556019,microfinance_loan,Sleman,0,0,24,0
L02206,2025-10-04 21:56,15.61992001103096,microfinance_loan,Bantul,0,0,12,0
L02207,2025-10-04 22:10,15.454133804851253,microfinance_loan,Sleman,0,0,6,0
L02208,2025-10-04 22:26,15.523540712883236,microfinance_loan,Bantul,0,0,12,0
L02209,2025-10-04 22:32,13.451854157414903,microfinance_loan,Magelang,0,0,36,0
L02210,2025-10-04 22:35,15.48323530289001,microfinance_loan,Sleman,0,0,24,0
L02211,2025-10-04 22:43,15.72947497547035,microfinance_loan,Kulon Progo,0,0,6,0
L02212,2025-10-04 22:56,14.93498569600818,microfinance_loan,Gunungkidul,0,0,24,0
L02213,2025-10-04 23:10,15.046466617646791,microfinance_loan,Sleman,0,0,12,0
L02214,2025-10-04 23:13,14.021173408223971,microfinance_loan,Sleman,0,0,12,0
L02215,2025-10-04 23:27,15.11935358382808,microfinance_loan,Sleman,0,0,6,0
L02216,2025-10-04 23:41,15.400188865564072,microfinance_loan,Kulon Progo,0,0,36,0
L02217,2025-10-04 23:56,14.710082331552355,microfinance_loan,Bantul,0,0,6,0
L02218,2025-10-05 00:11,15.486733642045673,microfinance_loan,Bantul,0,0,6,0
L02219,2025-10-05 00:23,13.870476848634716,microfinance_loan,Sleman,0,0,24,0
L02220,2025-10-05 00:39,15.401007355362967,microfinance_loan,Sleman,0,0,24,0
L02221,2025-10-05 00:43,15.27959385815894,microfinance_loan,Kulon Progo,0,0,12,0
L02222,2025-10-05 00:47,14.505157118497312,microfinance_loan,Kulon Progo,0,0,24,0
L02223,2025-10-05 00:56,14.82379871580067,microfinance_loan,Sleman,0,0,24,0
L02224,2025-10-05 00:59,14.53801409309015,microfinance_loan,Gunungkidul,0,0,24,0
L02225,2025-10-05 01:10,15.332059417299972,microfinance_loan,Bantul,0,0,24,0
L02226,2025-10-05 01:18,15.35003869996723,microfinance_loan,Bantul,0,0,6,0
L02227,2025-10-05 01:26,15.229542646699668,microfinance_loan,Gunungkidul,0,0,24,0
L02228,2025-10-05 01:32,14.381452578738932,microfinance_loan,Gunungkidul,0,0,12,0
L02229,2025-10-05 01:49,14.462572437910868,microfinance_loan,Gunungkidul,0,0,12,0
L02230,2025-10-05 01:58,15.568314345581753,microfinance_loan,Bantul,0,0,6,0
L02231,2025-10-05 02:13,15.068488074871055,microfinance_loan,Bantul,0,0,12,0
L02232,2025-10-05 02:18,15.018922404983076,microfinance_loan,Gunungkidul,0,0,6,0
L02233,2025-10-05 02:22,14.732764825488829,microfinance_loan,Gunungkidul,0,0,12,0
L02234,2025-10-05 02:36,15.69423655595407,microfinance_loan,Kulon Progo,0,0,6,0
L02235,2025-10-05 02:50,14.53734577340837,microfinance_loan,Gunungkidul,0,0,24,0
L02236,2025-10-05 03:02,15.519783446402164,microfinance_loan,Sleman,0,0,6,0
L02237,2025-10-05 03:10,15.520818311744776,microfinance_loan,Gunungkidul,0,0,12,0
L02238,2025-10-05 03:18,14.548935104761412,microfinance_loan,Sleman,0,0,12,0
L02239,2025-10-05 03:21,13.266278422826089,microfinance_loan,Gunungkidul,0,0,12,0
L02240,2025-10-05 03:34,14.568987257978703,microfinance_loan,Sleman,0,0,36,0
L02241,2025-10-05 03:50,14.625435380052371,microfinance_loan,Sleman,0,0,12,0
L02242,2025-10-05 03:58,15.49119078924794,microfinance_loan,Sleman,0,0,24,0
L02243,2025-10-05 04:11,15.189746760822809,microfinance_loan,Kulon Progo,0,0,12,0
L02244,2025-10-05 04:22,15.00872792942938,microfinance_loan,Magelang,0,0,24,0
L02245,2025-10-05 04:28,15.095040362666698,microfinance_loan,Bantul,0,0,24,0
L02246,2025-10-05 04:37,15.716472951334632,microfinance_loan,Bantul,0,0,12,0
L02247,2025-10-05 04:42,15.704256830979848,microfinance_loan,Bantul,0,0,36,0
L02248,2025-10-05 04:49,13.40961235608454,microfinance_loan,Bantul,0,0,6,0
L02249,2025-10-05 04:56,15.604562030543564,microfinance_loan,Sleman,0,0,24,0
L02250,2025-10-05 04:59,14.86216582325354,microfinance_loan,Sleman,0,0,12,0
L02251,2025-10-05 05:12,15.49920548858704,microfinance_loan,Bantul,0,0,6,0
L02252,2025-10-05 05:19,15.747322072411125,microfinance_loan,Sleman,0,0,12,0
L02253,2025-10-05 05:30,15.161375555807508,microfinance_loan,Bantul,0,0,6,0
L02254,2025-10-05 05:39,15.332059417299972,microfinance_loan,Kulon Progo,0,0,24,0
L02255,2025-10-05 05:48,15.005757796195716,microfinance_loan,Gunungkidul,0,0,24,0
L02256,2025-10-05 05:55,13.8013264372579,microfinance_loan,Bantul,0,0,24,0
L02257,2025-10-05 06:10,13.511296583557902,microfinance_loan,Sleman,0,0,6,0
L02258,2025-10-05 06:27,14.859981289265916,microfinance_loan,Bantul,0,0,36,0
L02259,2025-10-05 06:32,15.580385864910266,microfinance_loan,Sleman,0,0,24,0
